RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,亚历克·沃特克;俞鹤淇,具有超高载流子迁移率的石墨烯及其制备方法,德国慕尼黑,2016-02-24,CN105358482A,发明专利,"本发明涉及一种石墨烯膜,其由包括如下步骤的方法获得：a)提供衬底,b)在所述衬底的表面上外延生长金属层,c)可选地,通过在外延生长的金属层上生长金属来增加步骤b)中得到的金属层的厚度,d)从所述衬底剥离步骤b)或者可选地步骤c)中得到的金属层,e)在由步骤d)获得的金属层的至少一部分表面上沉积石墨烯,所述至少一部分表面在步骤d)进行剥离之前与所述衬底接触。这种石墨烯膜具有非常高的载流子迁移率,即,当于SiO2衬底上测量时,载流子迁移率大于11000cm2/V·sec,至少15000cm2/V·sec,至少20000cm...",中国专利,,CNKI
Patent,1,贾纬民;安云,一种运用高分子聚合方法复合石墨烯的纳米复合材料及其制备方法,074000 河北省保定市高碑店市西大街59号,2016-02-24,CN105348421A,发明专利,"一种运用高分子聚合方法复合石墨烯的纳米复合材料及其制备方法,该方法包括以下步骤：活化石墨烯粉末,将活化后的石墨烯加入高分子化合物单体中,制备高分子化合物单体/石墨烯单体溶液,在反应容器中加入聚合反应的反应物,所述反应物包括引发剂、所述高分子化合物单体/石墨烯单体溶液,进行悬浮聚合反应。本发明提出一种运用高分子聚合方法复合石墨烯的纳米复合材料及其制备方法,从而将石墨烯的超级优良物性与现有的高分子材料相互结合,形成高性能的复合材料,呈现特殊价值。",中国专利,,CNKI
Patent,1,张克杰;陈鹏;韩冰;张声春;潘蓉,一种硫化锌-石墨烯纳米复合材料的制备方法,211167 江苏省南京市江宁科学园弘景大道1号,2016-02-24,CN105347388A,发明专利,"本发明公开了一种硫化锌-石墨烯纳米复合材料的制备方法,其特征是,包括以下步骤：(1)锌-巯基配合物的制备：将含硫配体与锌盐溶于适量去离子水或有机溶剂中混合反应,搅拌,再依次用有机溶剂、去离子水离心洗涤,收集沉淀,真空干燥得到锌-巯基配合物；(2)烧结体的制备：称取一定量的锌-巯基配合物,置于真空烧结炉中烧结,真空烧结炉中充氮,自然冷却到室温,得到表面附有白色粉末的黑色固体,称此物质为烧结体；(3)酸处理：把烧结体浸于酸溶液中浸泡,过滤,烘干,得到硫化锌-石墨烯纳米复合材料；本发明具有工艺和合成设备简单,合成周期短的特点,产品同一性好,易于实现工业化生产。",中国专利,,CNKI
Patent,1,刘忠范;邓兵;彭海琳,一种CVD石墨烯向塑料基底卷对卷转移的方法及装置,100871 北京市海淀区成府路202号,2016-02-17,CN105329885A,发明专利,"本发明公开了一种CVD石墨烯向塑料基底卷对卷转移的方法及装置。石墨烯向塑料基底转移的方法包括如下步骤：1)通过化学气相沉积法在金属基底表面生长石墨烯；2)在氧气存在的条件下,对表面生长有石墨烯的金属基底进行加热；3)复合塑料基底和经表面生长有石墨烯的金属基底,制备得到依次层叠的塑料基底层、石墨烯层和金属基底层的复合结构：制备所述塑料基底层的材料包括热熔胶；4)将复合结构浸入水中加热并保温；5)在外力作用下,分离复合结构中的金属基底层和石墨烯层,即可完成石墨烯向所述塑料基底的转化。本发明方法只使用热去离子水,避免了金属基底的刻蚀,转移过程快速、干净、清洁,环境友好,石墨烯质量高,金属基底能够实现...",中国专利,,CNKI
Patent,1,陈庆;曾军堂;叶任海;陈兵,一种利用振动螺杆挤出机复合剪切应力剥离制备石墨烯的方法,610091 四川省成都市青羊区蛟龙工业港东海路4座,2016-02-17,CN105329886A,发明专利,"本发明提供一种利用振动螺杆挤出机复合剪切应力剥离制备石墨烯的方法,属于石墨烯材料领域。该方法在高速旋转的挤出机引入电磁、超声、纵向机械振动拉伸力场,这种振动拉伸力场随时间周期性变化,使石墨界面拉伸,在剥离剂作用下石墨变得疏松,使石墨在拉伸状态下通过挤出机啮合块接触界面产生强大的剪切剥离,得到更薄、厚度分布范围更小的石墨烯,从而实现了在高剪切作用下快速、高效制备高质量石墨烯,大幅度降低了高质量石墨烯的生产成本,制备过程绿色环保,没有废气、废液、废渣产生,推动了石墨烯的规模化生产。",中国专利,,CNKI
Patent,1,陈庆;曾军堂;叶任海;陈兵,一种利用晶型诱导在螺杆挤出机中制备石墨烯的方法,610091 四川省成都市青羊区蛟龙工业港东海路4座,2016-02-17,CN105329887A,发明专利,"本发明提供一种利用晶型诱导在螺杆挤出机中制备石墨烯的方法,通过螺杆挤出机对碳源的剪切切片,利用晶型诱导剂,随着温度的逐步升高,晶型诱导剂发生变体,诱使碳源形成晶体并沿层生长,从而使石墨的层结构更为明显,其层尺寸超过1mm,最后通过螺杆挤出机的剪切剥离得到石墨烯。克服了碳原制备石墨烯使用催化剂高温长时间烧结的缺陷,使石墨的层结构完整,从而获得大尺寸二维面积石墨烯。该方法不但工艺简单,而且使用廉价丰富的原料,有效避免了采用化学反应或高的合成温度,具有工业生产的优势。",中国专利,,CNKI
Patent,1,J·M·托尔;叶汝全;相昌盛;林见;彭志为,用于从煤和焦炭制备石墨烯量子点的方法,美国得克萨斯州,2016-02-17,CN105339301A,发明专利,"在一些实施方式中,本发明涉及通过将碳源暴露于氧化剂来从碳源(例如煤、焦炭及其组合)制备石墨烯量子点的方法。在一些实施方式中,本发明的方法还包括下述步骤：将形成的石墨烯量子点与氧化剂分离。在一些实施方式中,本发明的方法还包括下述步骤：对形成的石墨烯量子点进行还原。在一些实施方式中,本发明的方法还包括下述步骤：提高石墨烯量子点的量子产率。在其它实施方式中,本发明的方法还包括下述步骤：通过选择碳源来控制形成的石墨烯量子点的直径。在一些实施方式中,形成的石墨烯量子点在它们的边缘包含氧端附加基或无定形碳端附加基。",中国专利,,CNKI
Patent,1,廖霞;白建伟;李光宪,一种石墨烯-硅橡胶复合泡沫材料及其制备方法,610065 四川省成都市武侯区一环路南一段24号,2016-02-17,CN105331112A,发明专利,"本发明提供的石墨烯-硅橡胶复合泡沫材料的制备方法,步骤如下：(1)制备石墨烯与硅橡胶生胶的复合料；(2)将复合料在100～120℃进行混炼,混炼时分次交替加入白炭黑和结构控制剂,加料完毕后,继续混炼15～20min,除去所得混合料中的挥发分并冷却至室温、放置10～14h,再加入硫化剂在室温混炼15～30min得到混炼胶；(3)将混炼胶在120～125℃预硫化并成型形成坯体,将所述坯体置于反应釜中进行超临界二氧化碳发泡得到预硫化发泡材料；(4)将预硫化发泡材料完全硫化,即得。该方法制备的石墨烯-硅橡胶复合泡沫材料的平均孔径为6～13μm。",中国专利,,CNKI
Patent,1,黄健;朱杨;马保国;李相国;蹇守卫;谭洪波,相容性可控的氧化石墨烯剥离用表面活性剂的制备方法,430070 湖北省武汉市洪山区珞狮路122号,2016-02-17,CN105330791A,发明专利,"本发明涉及相容性可控的氧化石墨烯剥离用表面活性剂的制备方法,其通过自由基共聚将苯乙烯单体、丙烯酸甲酯类以及聚醚大单体共聚合,并进行沉淀、干燥处理后得到具有梳形结构的双亲性表面活性剂分子本发明的主要优点有：表面活性剂制备工艺简单、过程易控、环境友好、易于工业推广,从根本上利用氧化石墨烯的平面重复六元碳环基体与苯乙烯重复单元中的苯环结构的相容性。",中国专利,,CNKI
Patent,1,邱凤仙;赵浩;闫洁;李欣;杨冬亚,石墨烯/凹凸棒土/二氧化钛复合材料的制备方法及其应用,212013 江苏省镇江市京口区学府路301号,2016-02-24,CN105344319A,发明专利,"本发明属于纳米材料合成领域,涉及石墨烯/介孔氧化物系列纳米复合材料的制备,特别涉及一种石墨烯/凹凸棒土/二氧化钛纳米复合材料的制备方法及其应用。本发明先利用改进Hummers法制得氧化石墨并进一步超声得到氧化石墨烯,然后将氧化石墨烯、钛酸四丁酯、表面活性剂和经酸预处理后的凹凸棒土混合搅拌,加入水热反应釜后利用水热法制得而成。将所制得的复合材料作为吸附剂,以亚甲基蓝染料溶液为吸附对象,实验结果表明该复合材料具有高效的吸附和去除效果。应用该复合材料处理污水中的染料,具有价格低廉、操作简单、吸附率高等优点,工业化有一定的实用价值。石墨烯/凹凸棒土/二氧化钛(GR/ATP/TiO2",中国专利,,CNKI
