RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,赵慧敏;荣荣;全燮;陈硕;于洪涛,一种用于痕量铅离子检测的石墨烯-聚吡咯电化学传感器的制备方法及应用,116024 辽宁省大连市甘井子区凌工路2号,2016-08-10,CN105842318A,发明专利,"一种用于痕量铅离子检测的石墨烯#聚吡咯电化学传感器的制备方法及其应用,属于环境分析领域。本发明利用聚吡咯中胺基上的氮原子与铅离子络合作用获得高的选择性和石墨烯纳米片高电导率起到信号放大的作用,实现对痕量铅离子检测。石墨烯的存在还能增加复合材料的空间结合位点和界面电子传递速率由此提高传感器的检测效果。由于石墨烯纳米片和聚苯胺协同作用,石墨烯#聚吡咯电化学传感方法具有灵敏度高、选择性高等特点,对铅离子检测线性范围为5#750nM,检测限为0.047nM,并且石墨烯#聚吡咯电化学传感器的制备方法简单可控,无二次污染。本发明在原位监测水体中的痕量铅离子方面有广泛的应用前景。",中国专利,,CNKI
Patent,1,杨素玲;李刚;郭玮;赵俊红;侯琳琳,氧化铜纳米针/氮掺杂石墨烯复合材料的非酶葡萄糖电化学传感器的制备方法,455000 河南省安阳市高新区弦歌大道436号,2016-08-10,CN105842321A,发明专利,"氧化铜纳米针/氮掺杂石墨烯复合材料的非酶葡萄糖电化学传感器的制备方法,包括以下步骤：(1)氧化铜纳米针/氮掺杂石墨烯复合材料的制备：将100～300#mg#Cu(OAc)2加入3～5#mL#1#mg/mL的氧化石墨烯水溶液中,混匀；然后逐滴加入5～8#mL#NH3·H2O,溶液转移进高温高压反应釜中,150～200℃反应15～24小时；沉积物用水洗涤、离心分离、60℃干燥,既得氧化铜纳米针/氮掺杂石墨烯纳米复合物；(2)非酶葡萄糖电化学传感器的制备：本发明的显著特点在于制备方法简单,经实际检验本发明的传感器检测限达到了0.01μ...",中国专利,,CNKI
Patent,1,詹炳辉,一种多层石墨烯污点真空检测装置,518033 广东省深圳市福田区福田街道滨河大道5003号爱地大厦西座19楼ABC房,2016-08-03,CN205426803U,实用新型,"本实用新型涉及一种多层石墨烯污点真空检测装置,包括：机架和设置在机架上的扫描机构、控制器、操作机构、拍照机构、图像处理器、密封罩、鼓风器、及抽真空器；利用激光被折射的原理对石墨烯上的污点进行检测,具有较高的准确性,采用聚合性更好的激光进行逐一扫描具有更强的精确性和防错性,激光传感器采集激光信号,有控制单元分析,其不透光的特性能够便于试验,具有防止其他光的干扰而影响测试结果；密封罩内的负压环境,减少密封罩能的空气,减少空气离子对激光强度和偏射度的影响；减少密封罩的粉尘避免,密封罩内的粉尘对检测结果的影响；提高结果的准确性和准确率,为测试提供一个优良的环境。",中国专利,,CNKI
Patent,1,詹炳辉,一种多层石墨烯污点定位检测装置,518033 广东省深圳市福田区福田街道滨河大道5003号爱地大厦西座19楼ABC房,2016-08-03,CN205426819U,实用新型,"本实用新型涉及一种多层石墨烯污点定位检测装置,包括：机架和设置在机架上的扫描机构、控制器、操作机构、拍照机构、图像处理器、密封罩、鼓风器、及抽真空器；利用激光被折射的原理对石墨烯上的污点进行检测,能够将对扫描单元检测到可能存在污点的位置进行拍照,采用高清照相机,进行放大对焦,具有更强的针对性,减少误差,同时通过不同的色彩为背景,减少单一背景使污点不易发现的状况,确定后的区域能减少工作量；然后从整体上观察其疑似污点的区域,因为,这种具有连续性关系的污点,很容易被肉眼观察到,无需再采用本办法进行判断；保证采集到的照片具有更多的精确性；采用不同的光源,是降低光源对结果的影响。",中国专利,,CNKI
Patent,1,倪永付,一种基于石墨烯分散固相萃取-反萃取技术检测涕灭威残留的方法,272000 山东省济宁市ﾛ埠勇ﾷ62号,2016-08-10,CN105842360A,发明专利,"本发明公布了一种基于石墨烯分散固相萃取#反萃取技术检测涕灭威残留的方法,属于分析化学检测领域。方法包括如下操作：(1)提取：称取试样于离心管中,加入乙腈,均质,再加入无水硫酸钠、氯化钠,振荡、离心后收集上清液于梨形瓶中,旋转蒸发浓缩至近干。(2)分散固相萃取：浓缩后的残渣用超纯水溶解,加入石墨烯进行分散固相萃取；(3)反萃取：将分散固相萃取后的溶液过滤膜,弃去流出液；然后进行反萃取。(4)检测：将收集的反萃取液过滤膜,进仪器进行检测。本发明的有益效果是,利用石墨烯分散固相萃取#反萃取技术,建立了简便、快速的涕灭威检测方法,方法操作简单、成本低,能够减少样品基质干扰,适用于蔬菜水果检测。",中国专利,,CNKI
Patent,1,王松;谢明;张吉明;王塞北;孙绍霞;李爱坤;刘满门;胡洁琼;杨有才;陈永泰,一种石墨烯增强银基滑动电接触材料的制备方法,650106 云南省昆明市高新技术开发区科技路988号昆明贵金属研究所,2016-08-03,CN105821234A,发明专利,"本发明公开了一种石墨烯增强银基滑动电接触材料的制备方法,属于银基电工合金材料领域。石墨烯增强银基滑动电接触材料的质量百分比化学成分为：0.04～1.5石墨烯,5.0～15Ce,0.5～2.0La,余量为Ag。首先采用将银稀土合金粉末、石墨烯按上述成分配比进行球磨混合制得复合粉末,复合粉末进行冷等静压加工成锭坯,锭坯再进行热等静压烧结以及热挤压得到石墨烯增强银基滑动电接触材料棒材或丝材。本发明提供的石墨烯增强银基滑动电接触材料,因银基体中存在石墨烯强化相,具有比其他银基电接触材料更优异的耐磨损性能和抗电弧侵蚀性能。",中国专利,,CNKI
Patent,1,闫宁;冯昊;秦利军;龚婷;惠龙飞;李建国;黄钰;张王乐,一种采用原子层沉积技术制备石墨烯纳米复合含能材料的方法,710065 陕西省西安市雁塔区丈八东路168号,2016-08-10,CN105839078A,发明专利,"本发明公开了一种采用原子层沉积技术制备石墨烯纳米复合含能材料的方法。该方法首先采用超声波辅助溶液混合和原位还原方法,制备石墨烯负载的纳米金属复合粉体,实现了纳米金属在石墨烯表面的均匀分散。然后,采用气相原子层沉积技术,使两种不同的前驱体交替通过反应腔,与石墨烯/纳米金属复合粉体表面充分接触并发生化学反应生成氧化物。本方法实现氧化物分别在石墨烯表面和纳米金属表面的均匀包覆。经过本发明制备的复合含能材料,氧化物与纳米金属表面的亲和度增加,空间排布改善。石墨烯的加入改善了纳米金属的分散,提高了含能材料的能量释放率。该方法自动化程度高,安全性能好,产品无需后处理即可直接使用,易于实现石墨烯纳米复合含能...",中国专利,,CNKI
Patent,1,王鹏鹏;毛琳;陈乐生;沈敏华,一种石墨烯/镍复合材料及其制备方法,200240 上海市闵行区剑川路953弄322号一楼,2016-08-10,CN105838913A,发明专利,"本发明提供一种石墨烯/镍复合材料及其制备方法,所述方法将镍或镍合金粉与氧化石墨烯共同机械球磨混合,机械球磨加入酒精进行湿磨,可避免镍粉氧化。球磨过程初步得到氧化石墨烯/铜复合粉,再通过还原、粉末冶金、热挤压等技术得到石墨烯/铜的复合块材及复合丝材。本发明所述复合材料石墨烯分散均匀,且基体与增强体界面结合良好,石墨烯/镍复合材料具有优异的物理性能。本发明工艺简单,过程易控,易实现规模化生产应用。",中国专利,,CNKI
Patent,1,不公告发明人,一种含有石墨烯的银基触点材料的制备方法,215009 江苏省苏州市高新区美田里路2号5幢113室,2016-08-10,CN105838914A,发明专利,"本发明公开了一种含有石墨烯的银基触点材料的制备方法,该银基电触点材料包括银、锡的氧化物、镍的氧化物、镧的氧化物、镀银石墨烯,其中锡元素的含量为5#10wt％,镍的元素含量为2#5wt%,镧的元素的含量为0.5#1wt%,镀银石墨烯的含量为2.5#3.5wt%以及不可避免的杂质,余量元素为银和氧。本发明制备的银基电触点材料,通过优化选择则原材料配比和工艺,来提高提高材料的组织均匀性,改善材料的电性能,采用溶胶凝胶法制备SnO2粉末,纳米SnO2在银基体中的分布均匀弥散,能避免因为SnO2富集而形成绝缘层导致接触电阻降低,减少氧化物...",中国专利,,CNKI
Patent,1,张洪梅;穆啸楠;才鸿年;范群波;吴焰;傅铸杰,一种低含量少层石墨烯增强的钛基复合材料及制备方法,100081 北京市海淀区中关村南大街5号,2016-08-10,CN105838921A,发明专利,"本发明涉及一种低含量少层石墨烯增强的钛基复合材料及制备方法,属于金属基复合材料技术领域。该复合材料具有优异的拉伸力学性能,是利用少层石墨烯的自身特性增强,且少层石墨烯在复合材料内呈定向均匀分布。制备方法：少层石墨烯粉末先与无水乙醇混合,再在搅拌下加入钛粉,得到混合浆料；将混合浆料进行球磨,并除去球磨后浆料中的无水乙醇,再在真空条件下干燥；将干燥后的粉末装入钢模具内,然后对钢模具施加压力并进行加热,自然冷却后得到粗坯；将粗坯先加热然后进行热轧,轧制完成后空冷,得到所述低含量少层石墨烯增强的钛基复合材料。本发明所述方法工艺简单,可重复性高。",中国专利,,CNKI
