RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,孙予罕;曾高峰;张延风;张建明;刘家鹏;李猛;胡登,氧化石墨烯膜及其制备方法和应用,201210 上海市浦东新区海科路99号,2015-09-02,CN104874301A,发明专利,"本发明公开了一种氧化石墨烯膜的制备方法,步骤包括：1)对石墨粉进行氧化处理,得到氧化石墨,然后剥离形成氧化石墨烯；2)将氧化石墨烯溶于水中,形成澄清的氧化石墨烯溶胶；3)对多孔载体进行清洗和表面处理；4)在多孔载体表面形成氧化石墨烯膜。本发明还公开了按照上述方法制备的氧化石墨烯膜及其在含水恒沸物分离中的应用。本发明利用廉价的石墨材料制备氧化石墨烯复合膜,制备得到的氧化石墨烯复合膜具有较高的水透过选择性及渗透通量,能够有效地分离含水共沸物,从而为含水共沸物的分离提纯提供了一种更高效、环保和经济的手段。",中国专利,,CNKI
Patent,1,谢鹏程;赵云贵;胡凌骁;焦志伟;丁玉梅;杨卫民,基于石墨烯镀层快速热循环注射成型装置,100029 北京市朝阳区北三环东路15号,2015-09-02,CN204604751U,实用新型,"本实用新型公开了基于石墨烯镀层快速热循环注射成型装置,包括聚合物塑化注射装置、合模装置、模具及机架,所述的模具包括有定位、导向、型腔和石墨烯镀层快速热循环装置,石墨烯镀层快速热循环装置包括硅基石墨烯镀层、直流电源、冷却水管道、热电偶和温控系统装置；金属模具型腔表面上分布有硅基石墨烯镀层；直流电源通过铜电极与石墨烯镀层的两端连接形成电源回路；热电偶分布靠近金属模具型腔表面的部位；温控系统与直流电源和冷却水控制阀连接。本实用新型的石墨烯镀层保留了石墨烯单体高导热和高导电的物理特性,连续致密的石墨烯镀层可作为膜式电阻加热器通过外部电源驱动实现遵循复杂模具型腔表面形状随形快速热循环注塑成型过程。",中国专利,,CNKI
Patent,1,朱美芳;胡泽旭;相恒学;成艳华;陆秋旭;陈姿晔,一种PPS/石墨烯杂化复合纤维及其制备方法,201620 上海市松江区松江新城人民北路2999号,2015-09-09,CN104894680A,发明专利,"本发明涉及一种PPS/石墨烯杂化复合纤维及其制备方法,按重量百分比,杂化复合纤维组分为聚苯硫醚PPS树脂95-99.9％,石墨烯0.1-5％。将热还原氧化石墨烯与聚苯硫醚PPS烘干后,挤出造粒,得到PPS/石墨烯杂化复合切片,干燥,然后进行纺丝卷绕拉伸,得到初生丝,牵伸,即得。本发明的PPS/石墨烯杂化复合纤维具有较强的断裂强度；其在氙灯老化处理480h后,仍具有较高的力学性能保持率,达到59.8-90.6％。",中国专利,,CNKI
Patent,1,王宏志;时秋伟;李耀刚;张青红;侯成义,一种高强石墨烯纤维的制备方法,201620 上海市松江区松江新城人民北路2999号,2015-09-09,CN104894692A,发明专利,"本发明涉及一种高强石墨烯纤维的制备方法,包括：将改进的Hummers方法制备的氧化石墨加入蒸馏水中,超声,得到氧化石墨分散液,然后加入聚丙烯酸钠,磁力搅拌,得到均匀的氧化石墨烯/聚丙烯酸钠凝胶状的纺丝原液；将得到的凝胶状的纺丝原液用注射器挤入到酒精体积含量为95％的凝固浴中,0.5～1h后取出晾干,得到氧化石墨烯纤维；将得到的氧化石墨烯纤维用质量分数为55％的氢碘酸还原0.5～1h,清洗,晾干,得到高强石墨烯纤维。本发明制备方法简单、成本低廉,易于产业化。本发明得到的高强石墨烯纤维质量高、强度大、性能稳定,在柔性电子元件,柔性储能器件和传感器件等领域具有巨大的应用前景。",中国专利,,CNKI
Patent,1,许涛,一种添加石墨烯的外墙防腐乳胶涂料及其制备方法,230088 安徽省合肥市高新区长江西路687号拓基城市广场金座A幢办1508室,2015-09-02,CN104877504A,发明专利,"本发明公开了一种添加石墨烯的外墙防腐乳胶涂料,其特征在于,由下列重量份的原料制备制成：纯丙乳液38-35、水性氟碳乳液7-9、硅油2-3、金红石型钛白粉20-23、石墨烯5-6、沸石7-9、珍珠棉边角料7-9、水105-107、阿洛索-OT#1.5-2、卡拉胶3-4、碳酸氢铵2-3、木质纤维素0.8-1、1,2-苯并异噻唑啉-3-酮0.5-0.7；本发明采用纯丙乳液与水性氟碳乳液配合制成成膜基料,具有超长耐候、极佳耐水性,配合表面活化后的填料,可以提高涂料的防腐性以及保温性,制成的涂料漆膜附着力好,强度高,不易开裂,防腐性能好。",中国专利,,CNKI
Patent,1,王霄飞;马乐;高赞;孟良,一种石墨烯添加剂及其在鞋油中的应用,266111 山东省青岛市高新技术产业开发区创业中心112-E室,2015-09-02,CN104877572A,发明专利,"本发明属于鞋油领域,涉及鞋油添加剂,尤其涉及一种石墨烯添加剂及其在鞋油中的应用。该石墨烯添加剂中包括A、B两种有效组份,其中A组份为石墨烯,B组份为纳米级TiO2。与现有技术相比,本发明的优点和积极效果在于,本发明利用石墨烯的特性,将纳米级的TiO2加入石墨烯中制成石墨烯添加剂,从而有效的增加的鞋油的吸光率,提高了电子传导的效率,最终提高了鞋油的自洁性,同时石墨烯具有极大的比表面积和很强的吸附能力,从而提高鞋油的耐磨性。",中国专利,,CNKI
Patent,1,杨晓晶;吴红;孙根班,β-LiFe5O8纳米晶-石墨烯复合材料、其制备方法及应用,100875 北京市海淀区新街口外大街19号,2015-09-09,CN104893659A,发明专利,"本发明实施例公开了一种β-LiFe5O8纳米晶-石墨烯复合材料,由β-LiFe5O8纳米晶和石墨烯复合而成,石墨烯呈片状且作为复合材料的基底,β-LiFe5O8纳米晶分散在石墨烯上。本发明实施例还公开了上述的β-LiFe5O8纳米晶-石墨烯复合材料的制备方法和其在吸收电磁波领域的应用。本发明实施例制备的β-LiFe5O8纳米晶-石墨烯复合材料中,β-LiFe5",中国专利,,CNKI
Patent,1,徐嘉媚;苏文琼;丁显廷,一种基于石墨烯/PEDOT复合膜的pH检测电极,200240 上海市闵行区东川路800号,2015-09-09,CN104897755A,发明专利,"本发明公开了一种基于石墨烯/PEDOT复合膜的pH检测电极,包括电极和包覆在电极外表面的石墨烯/PEDOT复合膜,电极选自ITO玻璃电极、不锈钢镀金电极或金盘电极的一种。上述pH检测电极的制备方法,包括如下步骤：(1)电极的预处理；(2)电解液配制；(3)电化学聚合。上述pH检测电极用于磷酸盐缓冲液的pH检测,以氧化峰电流为检测信号,实现pH值在1-11范围内的检测。与普通pH检测电极相比,基于石墨烯/PEDOT复合膜的pH检测电极体积更小、价格更低、检测更方便,在使用前后无需特殊处理。以氧化峰电流为检测信号时,检测范围更大,检测灵敏度提高了约228％。",中国专利,,CNKI
Patent,1,李娜;魏琴;马洪敏;曹伟;吴丹;张勇;庞雪辉;范大伟,一种PdNi合金/氮掺杂石墨烯纳米带双重放大的免疫传感器的制备及应用,250022 山东省济南市济微路106号,2015-09-09,CN104897757A,发明专利,"本发明涉及一种PdNi合金/氮掺杂石墨烯纳米带双重放大的免疫传感器的制备及应用,属于新型功能材料、生物传感检测技术领域。具体是基于PdNi合金杂化的氮掺杂石墨烯纳米带复合材料,制备出夹心型电化学免疫传感器。PdNi合金以及石墨烯纳米带对过氧化氢都具有较好的催化性能,因此具有双重放大的作用。该杂化材料生物相容性好,催化效率高,可显著提高免疫传感器的灵敏度和稳定性,该免疫传感器对乳腺癌肿瘤的早期诊断及愈后判断具有重要的意义。",中国专利,,CNKI
Patent,1,胡晓君;陈成克,一种纳米金刚石-石墨烯纳米带复合薄膜及制备方法,310014 浙江省杭州市下城区朝晖六区潮王路18号,2015-09-09,CN104894526A,发明专利,"本发明公开了一种纳米金刚石-石墨烯纳米带复合薄膜的制备方法：采用热丝化学气相沉积方法,在单晶硅衬底上制备纳米金刚石薄膜；采用离子注入方法,在纳米金刚石薄膜中注入氧离子,所述氧离子的注入剂量为1011～1013cm-2、注入能量为90～100keV；将离子注入后的薄膜进行有限氧化退火：在4000Pa的压力下、800～1000℃的温度下退火30分钟,即得所述纳米金刚石-石墨烯纳米带复合薄膜。本发明所得纳米金刚石晶粒尺寸为3～6nm,晶界中产生石墨烯纳米带,得到纳米金刚石-石墨烯纳米带复合薄膜。该薄膜对实现金刚石和石墨烯在半导体器件、...",中国专利,,CNKI
