RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,朱爱萍;姜云龙;张翠翠;汪宏生,一种苯胺共聚物与石墨烯的复合材料、制备方法及其应用,225009 江苏省扬州市大学南路88号,2015-12-02,CN105111434A,发明专利,"一种苯胺共聚物与石墨烯的复合材料、制备方法及其应用,涉及金属表面的防腐技术领域,本发明以5-氨基水杨酸为苯胺的共聚单体,先以苯胺及5-氨基水杨酸还原氧化石墨烯,接着苯胺及其共聚单体在还原氧化石墨烯表面进行氧化聚合反应,制得的复合材料具有片层石墨烯表面负载苯胺共聚物纳米纤维的微观形貌,将所述复合材料添加于包含环氧改性丙烯酸酯树脂和氨基树脂烤漆料中,得到苯胺共聚物与石墨烯复合材料填充的水性纳米烤漆,表明本发明制备的复合材料能够使金属基底表面钝化,起到显著的电化学防腐作用。",中国专利,,CNKI
Patent,1,曾鸣;许清强;徐庆玉;李然然;殷蝶;曾碧君,功能化氧化石墨烯增强苯并ﾇf嗪基复合树脂及其制备方法,430074 湖北省武汉市洪山区鲁磨路388号,2015-12-02,CN105111437A,发明专利,"本发明涉及一种功能化氧化石墨烯增强苯并ﾇf嗪基复合树脂及其制备方法,它由以下方法制备得到：1)以天然鳞片石墨为原料,通过改进的Hummers方法制得氧化石墨；2)将氧化石墨进行化学改性,得到羧基化氧化石墨烯或氨基化氧化石墨烯；3)按质量％比,将0.1～10羧基化氧化石墨烯或氨基化氧化石墨烯与90～99.9苯并ﾇf嗪二元树脂预聚体或苯并ﾇf嗪三元树脂预聚体进行物理混合,得到混合样品；4)将混合样品在80～100℃下抽真空脱气1～2h,再于100～220℃固化反应4～24h,得到功能化氧化石墨烯增强苯并ﾇf嗪基复合树脂。本发明所制备的复合树脂固化无收缩,具有良好的耐热性、耐湿性、机械性能和电气性能。",中国专利,,CNKI
Patent,1,张慧波,一种石墨烯改性的PVC材料,315800 浙江省宁波市北仑区新大路1069号,2015-11-25,CN105086200A,发明专利,"本发明涉及一种石墨烯改性的PVC材料,包括基料,所述PVC材料加入了用于改性的石墨烯,在制备PVC材料的基料中加入石墨烯,所述石墨烯的加入量占PVC材料的重量百分比为12-23%,在PVC材料的基料中还加入改性添加剂,改性添加剂的加入量占PVC材料的重量百分比为1.5-5%。本发明在制备PVC材料的基料中加入石墨烯,工艺简单,适合工业化生产,由石墨烯改性的PVC材料在保证PVC材料原有性能基础上,大幅度提高了力学性能如提高了机械强度、韧性、耐磨擦性与耐冲击性。",中国专利,,CNKI
Patent,1,闫立群,一种石墨烯复合材料,214174 江苏省无锡市惠山经济开发区堰新路311号1号楼1001室,2015-11-25,CN204803256U,实用新型,"本实用新型涉及一种石墨烯复合材料。本实用新型包括复合材料本体,复合材料本体内分布有气孔,复合材料本体表面及气孔表面涂覆有传导层。传导层为厚度是5～20nm的氧化石墨烯。",中国专利,,CNKI
Patent,1,唐祝兴;李菲菲;王巧玲,一种氧化石墨烯-金属有机骨架纳米复合材料的制备方法,110159 辽宁省沈阳市浑南新区南屏中路6号,2015-12-02,CN105107462A,发明专利,"一种氧化石墨烯-金属有机骨架纳米复合材料的制备方法,是由盐酸多巴胺、氧化石墨烯和Tris缓冲溶液制成GO@PDA,再由GO@PDA、1,3,5-均苯甲酸、一水合醋酸铜、N,N-二甲基甲酰胺、乙醇、去离子水和三乙胺,制备成GO@PDA@MOF-199。本发明操作简单,成本低,所制备的GO@PDA@MOF-199纳米复合材料粒径处于纳米级别,颗粒均匀,分散性好,吸附能力强。制备的时候不会造成环境污染,对操作人员的健康无害。",中国专利,,CNKI
Patent,1,张慧波,一种石墨烯改性的耐磨橡胶,315800 浙江省宁波市北仑区新大路1069号,2015-12-02,CN105111531A,发明专利,"本发明涉及一种石墨烯改性的耐磨橡胶,包括合成橡胶、硫化促进剂、填充料、增塑剂,所述橡胶还包括石墨烯与助剂,各组分在橡胶中的重量百分比分别为合成橡胶48.9-56.5%、硫化促进剂1.5-2.5%、石墨烯8-18%、填充料25-30%、增塑剂1.5-5%与助剂0.1-3%。本发明在橡胶中加入石墨烯提高橡胶的强度,石墨烯润滑效果好,因此可提高橡胶的耐摩擦性；石棉纤维与聚酰亚胺纤维的加入可以使得橡胶的耐热性显著提高。",中国专利,,CNKI
Patent,1,刘洪刚;潘春呈;侯勇;赵剑英;倪雪庆,一种石墨烯改性聚醋酸乙烯酯类成膜剂制备方法,271000 山东省泰安市高新技术开发区,2015-11-25,CN105085835A,发明专利,"本发明提供了一种石墨烯改性聚醋酸乙烯酯类成膜剂制备方法,该方法是将石墨烯、氧化石墨烯或氨基化石墨烯经烯属不饱和单体改性反应后制得功能化石墨烯,再将其分散到醋酸乙烯酯、丙烯酸酯类或不饱和酸酐类单体的本体或水溶液中,经乳液聚合反应,制得石墨烯改性聚醋酸乙烯酯类乳液成膜剂,该方法反应温度低,工艺简单,成本低,导电效率高,所得成膜剂可以作为抗静电或导电成膜剂使用,用于制备玻璃纤维拉丝浸润剂、织物上浆剂、皮革涂饰剂、碳纤维上浆剂、粘合剂或涂料等,该成膜剂可以有效降低材料表面电阻,用于抗静电或电磁屏蔽材料领域。",中国专利,,CNKI
Patent,1,黎立桂;牛文翰;陈少伟,燃料电池用石墨烯-铁氮共掺杂多孔碳复合催化剂及其方法,510640 广东省广州市天河区五山路381号,2015-12-02,CN105107539A,发明专利,"本发明属于催化剂的技术领域,公开了一种燃料电池用石墨烯-铁氮共掺杂多孔碳复合催化剂及其方法。所述方法为(1)将2-氟苯胺、三价铁盐以及氧化石墨烯加入去离子水中,搅拌,超声分散,得到分散液；(2)将步骤(1)的分散液转移至水热反应釜中进行水热反应,冷却,过滤,清洗,干燥,得到聚2-氟苯胺-石墨烯片状物；(3)将步骤(2)中的聚2-氟苯胺-石墨烯片状物置于石英管式炉中,通入氮气,升温至700～900℃,保温反应,降温,得到铁氮共掺杂多孔碳催化剂。所述复合催化剂比表面积大、催化性能好、抗甲醇毒化能力强、耐久性好,稳定性高,可应用于燃料电池领域。",中国专利,,CNKI
Patent,1,代云茜;顾清;黄成谦;王世梅;丁木生;孙岳明,非金属催化剂为掺杂的还原氧化石墨烯及其制备方法和应用,210096 江苏省南京市四牌楼2号,2015-12-02,CN105107543A,发明专利,"非金属催化剂为掺杂的还原氧化石墨烯及其制备方法和应用,将氧化石墨烯及氨水均匀分散于水热釜中的水溶液里；将该混合液置于烘箱,调整温度为170~210℃,在该温度下反应5~8h；待冷却至室温后取出,移走上层液体,下层柱状固体即为非金属催化剂为掺杂的还原氧化石墨烯。通过光谱图和SEM对比分析,催化剂具有各向异性的特征,可知该催化剂确实具有高选择性,这种现象为我们提高该催化剂的催化活性提供了一种简单行之有效的方法,该方法在达到想要的催化效果后不但大大降低了成本,而且操作也简单易行,这也提高了人们对催化剂进一步认识,同时也推动了大家对催化剂相关方面的进一步研究。",中国专利,,CNKI
Patent,1,朴惠真;夏琦;C·施奈德;P·德斯保斯;B·布鲁赫曼;R·穆勒豪普特,含有石墨烯的聚酰胺复合物,德国路德维希港,2015-12-02,CN105121550A,发明专利,本发明涉及含有石墨烯的聚酰胺复合物、一种制备所述聚酰胺复合物的方法及其用作或用于制备具有阻气性能和/或导电性能和/或导热性能的材料和/或机械增强材料的用途。,中国专利,,CNKI
