RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,刘立伟;李伟伟;高嵩;吴丽琼;邱胜强;陈明亮;廖书田;龚佑品,三维石墨烯或其复合体系的制备方法,215125 江苏省苏州市工业园区独墅湖高校区若水路398号,2013-07-24,CN103213980A,发明专利,"本发明公开了一种三维石墨烯或其复合体系的制备方法,包括：取过渡金属单质和/或含过渡金属元素的化合物为原料,经过高温还原,制备出三维多孔金属催化剂模板,利用化学气相沉积法生长三维石墨烯,获得带有催化剂骨架的三维石墨烯。进一步的,还可刻蚀处理带有催化剂骨架的三维石墨烯,获得三维石墨烯粉体。更进一步的,还将将三维石墨烯粉体与金属、高分子材料、生物分子材料等复合形成复合材料体系。本发明工艺简单,能实现高质量、高密度三维石墨烯或其复合材料的快速、大量制备,在水处理,生物医药,能量产生转化与储能器件,抗静电,热管理,导热散热,传感器,电磁屏蔽,吸波和催化等方面有广泛应用前景。",中国专利,,CNKI
Patent,1,宁南英;张祥龙;田明;张立群,一种氧化石墨烯/炭黑橡胶纳米复合材料及其制备方法,100029 北京市朝阳区北三环东路15号,2013-07-31,CN103224656A,发明专利,"一种氧化石墨烯/炭黑橡胶纳米复合材料及其制备方法,属于橡胶纳米复合材料技术领域。其基本组成和质量份数为：二烯系橡胶基体100份,氧化石墨烯0.5～5份,平均粒径为11～30nm的硬质炭黑30～70份,增塑剂1～10份,活性剂6～10份,防老剂0.5～4份,硫化促进剂1～4份,不溶性硫磺1～6份；氧化石墨烯改性剂。将氧化石墨烯粉末分散在去离子水中超声,加入天然橡胶乳液,絮凝、洗涤、干燥的母胶,与其他添加剂混炼均匀,硫化即可。本发明有优良的加工性能,并且可明显降低复合材料的动态生热,提高轮胎的使用寿命。",中国专利,,CNKI
Patent,1,R.W.迪金森;B.W.O.迪金森三世;J.K.迈尔斯;O.D.奥斯特豪特;L.J.穆塞蒂,生产碳石墨烯和其它纳米材料的方法,美国加利福尼亚州,2013-07-24,CN103221338A,发明专利,"本发明公开了通过高热量蒸发和快速冷却制备纳米材料的方法。在一些优选的实施方式中,高热量通过二氧化碳和镁的氧化-还原反应产生,但是如果需要,在反应中也可以包含另外的物质。二氧化碳和镁在反应器中共同燃烧以制得产物,然后将它们通过适当的方法或反应分离或除去以得到单独的反应产物。反应是高能的,产生极高温度,并且也产生大量热和光,包括红外和紫外辐射,全部这些可以捕获和再次使用。通过改变反应温度和压力,可以控制碳纳米产品和其它纳米产品的类型和形态。反应也由多种输入物质产生纳米材料。",中国专利,,CNKI
Patent,1,王贵宾;王宇遥;张淑玲;杨丽龙;姜振华;吴忠文,一种石墨烯/尼龙66导电纳米复合材料及其制备方法,130012 吉林省长春市前进大街2699号,2013-07-24,CN103214844A,发明专利,"一种石墨烯/尼龙66导电纳米复合材料及其制备方法,属于聚合物纳米复合材料技术领域。按质量和为100份计算,含有98～99质量份的尼龙66(作为基体)、1～2质量份的石墨烯(作为导电填料),通过溶液共混后热压得到。通过改变石墨烯在复合物体系中的质量分数,得到一系列不同比例的石墨烯/尼龙66导电纳米复合材料。石墨烯/尼龙66导电纳米复合材料用于导电材料、电磁屏蔽材料、抗静电材料等领域。",中国专利,,CNKI
Patent,1,郝青丽;雷武;夏锡锋;汪信;王文娟,硼掺杂石墨烯-聚苯胺纳米复合物及其制备方法,210094 江苏省南京市孝陵卫200号,2013-07-24,CN103214845A,发明专利,"本发明公开了一种硼掺杂石墨烯-聚苯胺纳米复合物及其制备方法。将氧化石墨置于水中超声分散,将硼酸加入该混合液中水热合成、洗涤、干燥。将获得硼掺杂石墨烯置于混合溶剂中超声分散,苯胺单体加入到上述体系中搅拌,随后在低温条件下加入掺杂酸和氧化剂,低温搅拌进行反应,反应结束后,产物经过滤分离、洗涤和干燥后,获得硼掺杂石墨烯-聚苯胺纳米复合物。该材料在能源领域以及其它电子器件领域有着广阔的应用前景。",中国专利,,CNKI
Patent,1,占金华;李华锋,一种环糊精修饰的石墨烯滤膜及其制备方法,250100 山东省济南市历城区山大南路27号,2013-07-24,CN103212306A,发明专利,"一种环糊精修饰的石墨烯滤膜及其制备方法,属于膜净化领域。本发明由环糊精修饰的石墨烯制备的用于水污染处理的石墨烯滤膜的制作方法简单,操作方便,反应条件温和；通过环糊精对石墨烯表面修饰,并形成过滤薄膜,利用环糊精的主客体保结作用和石墨烯的高吸附能力可以对水中的污染物分子实现大量的吸附和有效的去除。",中国专利,,CNKI
Patent,1,于濂清;韩雪;郭亮亮;王清清;董开拓,一种电化学复合石墨烯与金属氧化物的方法,266580 山东省青岛市经济技术开发区长江西路66号,2013-07-24,CN103215628A,发明专利,"本发明公开了一种电化学复合石墨烯与金属氧化物的方法。其步骤为：1)用石墨片作为阳极,铂片作为阴极,加入电解质溶液；2)在阳极和阴极之间加变化的电压1～60min；3)离心、洗涤、真空干燥便可得到石墨烯与金属氧化物的复合物。本发明制备的石墨烯与金属氧化物的复合材料电子传输性能优异,可作为锂离子电池负极材料和光催化降解有机污染物材料,性能优异,操作简单,适合大规模的工业生产。",中国专利,,CNKI
Patent,1,戴礼兴;侯文俊;唐柏青;陆玲玲,一种石墨烯改性尼龙6纤维的制备方法,215123 江苏省苏州市苏州工业园区仁爱路199号,2013-07-24,CN103215689A,发明专利,"本发明涉及一种石墨烯改性尼龙6纤维的制备方法,属于功能性纤维材料技术领域。将石墨烯进行羧基化ﾩp酰氯化处理后,再经二元胺处理得到表面带有活性氨基的氧化石墨烯；利用氨基化的石墨烯与己内酰胺通过引发剂6-氨基己酸进行聚合反应,制备石墨烯改性的尼龙6熔体,采用熔融纺丝工艺,经纺丝、拉伸,得到石墨烯改性的尼龙6纤维。本发明技术方案利用氨基化的石墨烯增强尼龙6,提高其与基体树脂的界面粘结强度,有利于提高石墨烯改性尼龙6纤维的整体性能。本发明制备的纤维材料可以广泛应用于航空航天ﾩp汽车船舶ﾩp交通运输ﾩp机械电子等技术领域。",中国专利,,CNKI
Patent,1,黄正宏;白宇;康飞宇,氧化石墨烯修饰的酚醛树脂基超细多孔炭纤维及制备方法,100084 北京市海淀区100084信箱82分箱清华大学专利办公室,2013-07-24,CN103215693A,发明专利,"氧化石墨烯修饰的酚醛树脂基超细多孔炭纤维及制备方法,纤维的直径范围为0.3～1.7μm,比表面积为500~900m2/g,具有以微孔为主的多孔结构,微孔孔容为0.20~0.50cm3/g,表面氧原子比低于10％；制备方法包括以下过程：将氧化石墨烯加入有机溶剂中超声分散形成氧化石墨烯溶液；将热固性酚醛树脂以及高分子量线性聚合物加入氧化石墨烯有机溶液中搅拌至完全溶解；将该混合溶液静电纺丝成复合纤维,经固化炭化即得到多孔酚醛树脂基炭/氧化石墨烯复合超细纤维。本发明原料来源广泛,制得的复合纤维具有高的结构稳定性,良好的柔韧性,发达的孔结构,可控的表面氧含量,更有利于实际应用。",中国专利,,CNKI
Patent,1,冯嘉春;曹也文;叶士兵,一种基于氧化石墨烯的聚合物增容剂,200433 上海市杨浦区邯郸路220号,2013-07-31,CN103224647A,发明专利,"本发明属于聚合物共混物和碳材料纳米技术领域,具体涉及基于氧化石墨烯的共混物增容剂的应用及实施方法。利用氧化石墨烯(或改性氧化石墨烯)能分别与共混物两组分形成不同的相互作用这一特点,开发它们作为一些不相容共混物体系的增容剂。氧化石墨烯增容的具体实施手段是两步法,首先溶液混合获得含氧化石墨烯的聚合物母粒或专用料,其次通过熔融或溶液加工手段得到氧化石墨烯增容的共混物材料。结果显示基于氧化石墨烯的增容剂不仅可以提高共混物两组分的相容性,还能显著提高共混物材料的特定性能包括力学强度和热稳定性等。本发明开发的增容剂原料便宜、制备简单,适合大量生产,具有良好的工业化生产基础和广阔的应用前景。",中国专利,,CNKI
Patent,1,唐长林;陈为健;王ﾘￅ;蔡凤新,一种石墨烯不粘涂料,315311 浙江省宁波市慈溪市慈东滨海区海丰北路科技创业园,2013-07-24,CN103214897A,发明专利,"本发明公开了一种石墨烯不粘涂料,其目的在于解决现有不粘涂料存在的导热性能差导致能耗高的问题。本发明采用石墨烯改性不粘涂料而得,所述石墨烯的加入量占不粘涂料的质量百分比为0.1-5%。本发明制作成不粘涂层后,可显著提高不粘涂层的导热效果,节能降耗,且不影响不粘涂层其他各项指标如不粘性、附着力、耐热性、耐摩擦、耐腐性等。",中国专利,,CNKI
Patent,1,张勇;魏琴;范海霞;杜斌;李慧芝;李贺;吴丹;王自福;刘伟华;曹伟;马洪敏;朱宝存;闫良国;罗川南;朱沛华;张永芳,一种氮掺杂石墨烯制备的检测双酚A丝网印刷电极传感器,250022 山东省济南市市中区济微路106号,2013-07-24,CN203083964U,实用新型,"本实用新型涉及一种氮掺杂石墨烯制备的检测双酚A丝网印刷电极传感器。该传感器的丝网印刷是在聚对苯二甲酸二乙酯电极基板上,用掺杂纳米材料的导电碳油墨印刷工作电极；导电碳油墨印刷辅助电极；Ag/AgCl油墨印刷参比电极；所有电极干燥后,即制得检测双酚A的丝网印刷电极电化学传感器。以氮掺杂石墨烯作为制备丝网印刷电极的传感材料,能够增加电极的导电性,显著提高了传感器的检测灵敏度和稳定性。本实用新型提供了一种低成本、简单、快速、高灵敏的检测双酚A的电化学传感器,其制备非常简单易行,易于推广和商品化,30s即可完成检测。",中国专利,,CNKI
Patent,1,黄富强;周密;毕辉,多孔石墨烯、石墨烯/多孔金属复合材料以及它们的制备方法,200050 上海市长宁区定西路1295号,2013-07-24,CN103215469A,发明专利,"本发明涉及一种新型的多孔石墨烯或石墨烯/多孔金属复合材料及其制备方法。所述方法包括：将金属粉体和/或金属氧化物粉体共混后刮涂成膜,在还原气氛下经高温还原后,形成三维多孔金属基底；并采用化学气相沉积法生长石墨烯得到石墨烯/多孔金属复合材料。该材料能作为石墨烯复合材料,具有广阔的应用前景。该多孔石墨烯或石墨烯/多孔金属复合材料的制备具有原创性和积极的科学意义。",中国专利,,CNKI
