RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,潘淑娣;孔伟金;刘建华;葛晓辉,一种基于石墨烯的锁模激光器,266071 山东省青岛市宁夏路308号,2014-12-24,CN104242046A,发明专利,"一种基于石墨烯的锁模激光器,包括泵浦光源、耦合系统、石墨烯-激光增益晶体、激光器谐振腔；所述石墨烯-激光增益晶体是将石墨烯掺杂在激光增益晶体中,并且石墨烯片平面与晶体的通光方向相互垂直；在泵浦光源的泵浦下,石墨烯-激光增益晶体中的激活离子辐射激光光波,ﾓ皆釉诰ﾧ体中的石墨烯对该辐射激光光波进行锁模调制；本发明中的石墨烯-激光增益晶体将石墨烯与激光增益晶体相互结合,增大了锁模激光的效率,同时使激光器结构更加紧凑体积小；是一种新型的石墨烯锁模激光器。",中国专利,,CNKI
Patent,1,周家云;黄海琴;朱家俊;吴松如;徐国锋,一种改性石墨烯电缆料,239300 安徽省滁州市天长市经济开发区天汊路128号,2014-12-17,CN104211999A,发明专利,"本发明公开了一种改性石墨烯电缆料,其原料按重量份包括：天然橡胶68-72份,丁腈橡胶18-22份,乙烯-醋酸乙烯共聚物9-12份,硫磺粉3-4份,促进剂M?0.5-0.8份,促进剂D?1.1-1.4份,铝锆偶联剂TL-51.4-1.8份,改性石墨烯3-6份,海泡石粉22-25份,煅烧高岭土23-27份,氮化钛5-6份,炭黑N66012-15份,磷酸三苯酯TPP?2-5份,柠檬酸酯3-4.5份,三聚氰胺磷酸酯2.3-3.6份,七水硫酸镁5-8份,防老剂MBZ?1.2-1.8份,防老剂NBC?1.2-1.6份。本发明具有高弹性、耐磨性能好的特点,而且耐热阻燃性能优秀。",中国专利,,CNKI
Patent,1,闵永刚;范天举;宋建军;刘屹东,石墨烯纳米带及其制备方法,210038 江苏省南京市栖霞区新港开发区恒达路3号紫金科创高通特别社区,2014-12-31,CN104250004A,发明专利,"本发明属于石墨烯材料技术领域,具体涉及一种石墨烯纳米带及其制备方法。石墨烯纳米带的导电率为112S/cm~500S/cm,比表面积为312m2/g~700m2/g,密度为0.4g/cm-3~1.2g/cm-3,长度为200nm~50μm,制备此石墨烯纳米带的技术方案为：将一定浓度的氧化石墨烯溶液迅速冷冻固化,使氧化石墨烯折叠收缩形成带状结构,再进行冷冻干燥,即为氧化石墨烯纳米带,最后将其经还原处理得到石墨烯纳米带。本发明制备的石墨烯纳米带可广泛应用于导热复合材料、储能材料、吸附材料、超级电容器电极材料等领域...",中国专利,,CNKI
Patent,1,王艳芹;武晓刚;岑海鹏;于维伦;郭媛;张永刚;陈维毅,一种羟基磷灰石/氧化石墨烯/聚丙烯酰胺复合水凝胶的制备方法,030024 山西省太原市万柏林区迎泽西大街79号,2014-12-24,CN104231167A,发明专利,"本发明公开了一种羟基磷灰石(HA)/氧化石墨烯(GO)/聚丙烯酰胺(PAM)复合水凝胶的制备方法,属于高分子材料领域。本发明将羟基磷灰石(HA)和氧化石墨烯(GO)配成溶液,然后掺杂到聚丙烯酰胺(PAM)网络结构中,该方法不仅制备过程操作简便,节约成本,而且所得复合材料克服了聚丙烯酰胺(PAM)支架容易弯曲且机械性质不佳的特性,保留了氧化石墨烯(GO)的细胞毒性较低,载药能力强及羟基磷灰石(HA)良好生物兼容性的特性。因此,该复合材料可作为一种骨修复材料,在组织工程中具有潜在的应用价值。",中国专利,,CNKI
Patent,1,沈卫锋;陶宇;徐良坤;胡杰,一种液体钙锌无酚石墨烯PVC热稳定剂及其制备方法,213331 江苏省常州市溧阳市戴埠工业园区嘉新路1号,2014-12-24,CN104231481A,发明专利,"本发明涉及一种液体钙锌无酚石墨烯PVC热稳定剂,所述热稳定剂由如下组份组成,按重量份计为：氧化钙25～45份；氧化锌25～45份；碱式碳酸钠铝3～8份；β-二酮5.5～10份；油酸10～30份；辛酸20～40份；蓖麻油30～60份；石墨烯0.05～1份；无酚抗氧剂0.1～0.3份；所述无酚抗氧剂为呋喃酮或苯酞或N,N-二苄基羟胺。本发明采用钙、锌捕捉HCL,配合碱式碳酸钠铝及β-二酮的使用,协同作用能够形成短期和长期的稳定效果；且采用无酚、无重金属配方,减少使用污染和生产环节污染；此外,配方中突破性采用石墨烯,并配合制备工艺,增加制品的耐热、导热性能；此外液体稳定剂使用时相容性突出。",中国专利,,CNKI
Patent,1,刘兰燕,一种氧化石墨烯真空涡流剥离装置,266100 山东省青岛市崂山区苗岭路19号裕龙大厦2号楼1单元1702户,2014-12-24,CN204034664U,实用新型,"本实用新型涉及一种氧化石墨烯真空涡流剥离装置,其包括搅拌釜和真空涡流剥离机,所述的搅拌釜包括置于其内部的U型搅拌桨、置于搅拌釜的内腔底部的高速分散盘和置于搅拌釜外侧的冷却夹套；在所述的搅拌釜的下侧开设有出料口,其通过连接管道与真空涡流剥离机的入口连通,在出料口与真空涡流剥离机的管道之间设置第一阀门；在搅拌釜上侧还设置一回料口,在真空涡流剥离机的出口与回料口之间通过管道连接,在管道上设置成品出料口和第二阀门,并且出料口设置在第二阀门的上游侧。本实用新型剥离装置的剥离效果高,能够实现快速剥离；极大提高石墨烯规模化生产效率,实现了连续化大规模生产。",中国专利,,CNKI
Patent,1,李景烨;李吉豪;张伯武;李林繁,一种石墨烯气凝胶及其制备方法和应用,201800 上海市嘉定区宝嘉公路2019号,2014-12-31,CN104250005A,发明专利,"本发明公开了一种石墨烯气凝胶及其制备方法。该方法包括：(1)将氧化石墨烯分散液与胺类水溶性化合物均匀混合得到氧化石墨烯混合液；胺类水溶性化合物为二乙胺、乙二胺、丙二胺、丁二胺、二乙烯三胺、三乙烯四胺、四乙烯五胺、聚烯丙基胺、N,N'-二(2-氨乙基)-1,3-丙二胺中的一种或多种；(2)将氧化石墨烯混合液在无氧条件下用高能射线照射进行辐照反应得到氨基修饰石墨烯水凝胶；(3)冷冻干燥或超临界二氧化碳干燥即得石墨烯气凝胶。本发明的石墨烯气凝胶为多孔且大孔结构,结构较均匀,可用于有机溶剂的吸附,且制备方法简单,绿色环保。",中国专利,,CNKI
Patent,1,周亚洲;程晓农;杨娟,一种超临界二氧化碳制备硼掺杂三维石墨烯的方法,212013 江苏省镇江市京口区学府路301号,2014-12-31,CN104250006A,发明专利,"本发明涉及一种超临界二氧化碳制备硼掺杂三维石墨烯的方法及应用,属于纳米材料应用领域。其特征在于：在超临界二氧化碳为流体介质的作用下,以硼烷类化合物为还原剂和硼源,还原氧化石墨烯,一步法获得硼掺杂三维石墨烯。该方法克服了目前制备三维石墨烯和硼掺杂石墨烯工序的复杂化,高能耗和潜在的环境污染的缺陷。",中国专利,,CNKI
Patent,1,郝立星;马贺然;郎佳星,石墨烯、石墨烯电极、石墨烯超级电容器及其制备方法,063000 河北省唐山市建设北路101号高科总部大厦1001室,2014-12-17,CN104211047A,发明专利,"本发明公开了一种石墨烯、石墨烯电极、石墨烯超级电容器及其制备方法,其中,石墨烯的制备方法包括以下步骤：a)将氧化石墨进行预还原处理；b)将预还原处理后的所述氧化石墨设置在衬底上；以及c)对设置有氧化石墨的衬底进行激光还原,以形成石墨烯。根据本发明实施例的石墨烯的制备方法,由于在进行激光还原(即高度还原)之前进行了一定程度的预还原,预还原之后的氧化石墨经过激光还原更加容易被还原成石墨烯。经过预还原处理后的氧化石墨薄膜一次刻录后石墨烯还原效果明显优于没有预还原处理制备的石墨烯。因此,本发明可以明显的缩短激光还原的时间,提高生产效率。",中国专利,,CNKI
Patent,1,李维实;陈庆云;赵福刚;赵刚;李柏力;王金土;葛从伍;梅崇余,一种氟化石墨烯的制备方法,200032 上海市徐汇区零陵路345号,2014-12-17,CN104211048A,发明专利,"本发明涉及一种氟化石墨烯的温和制备方法。该制备方法以廉价易得的氧化石墨烯和液态或固态氟化试剂为原料,通过改变反应溶剂、时间、压力等条件,在室温下即可得到氟含量可调控的氟化石墨烯。本发明还利用过滤洗涤手段去除溶液法制备过程中过量的反应试剂、溶剂和其他杂质,从而得到纯净的氟化石墨烯产品。",中国专利,,CNKI
