RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,吴以舜;谢承佑;郑ﾅ笨ﾥ;彭晟书,石墨烯油墨及石墨烯线路的制作方法,中国台湾宜兰县五结乡利工三路5号,2015-01-21,CN104292984A,发明专利,"一种石墨烯油墨及石墨烯线路的制作方法,该石墨烯油墨包含：分散溶液、高分子黏结剂以及多个石墨烯片,分散溶液的表面张力为35mJ/m2与55mJ/m2之间,高分子黏结剂溶解于分散溶液中,与该分散溶液共同形成胶态溶液,石墨烯片分散于胶态溶液中,且悬浮浓度为0.1～5wt％,而石墨烯油墨的黏度小于100cp,且其表面电位大于30mV或小于-30mV,在制备石墨烯油墨后,接着经过遮蔽步骤、油墨喷涂步骤、固化步骤以及移除步骤,将石墨烯油墨图案化地形成在绝缘基板的表面上,形成石墨烯线路,使得石墨烯具体的产品化。",中国专利,,CNKI
Patent,1,莫宇飞;黄伊琳;刘宇恒,离子化氧化石墨烯水基润滑添加剂的制备方法,530004 广西壮族自治区南宁市西乡塘区大学路100号,2015-01-21,CN104293470A,发明专利,"本发明公开了离子化氧化石墨烯水基润滑添加剂的制备方法,包括氧化石墨烯的合成、氧化石墨烯改性、离子化氧化石墨烯与烷基咪唑离子液体纳米复合三个步骤。采用本发明方法制备的水基润滑添加剂可以直接作为水或者水的乳化液的抗磨添加剂,工艺简单,原料易得,成本低廉,具有良好的润滑性和水的相容性,能减小摩擦力和减少表面磨损,有效地延长工程机械或部件在水中的工作寿命。",中国专利,,CNKI
Patent,1,薛洁;张忠阳,基于聚苯胺/石墨烯纳米带/二氧化硅/硅的氨气传感器,310023 浙江省杭州市西湖区留和路288号,2015-01-21,CN104297301A,发明专利,"本发明属于氨气传感器领域,具体涉及一种基于聚苯胺/石墨烯纳米带/二氧化硅/硅的氨气传感器。其制备方法是使用抽滤法和转印法将石墨烯纳米带薄膜转移到硅片上,经过低温还原后得到石墨烯纳米带/二氧化硅/硅异质结材料,然后使用化学方法对其表面进行聚苯胺修饰,最后分别在该材料的上下表面涂上银胶和铟金属层作为上下电极,从而制备出具有优异氨气敏感性能的基于聚苯胺/石墨烯纳米带/二氧化硅/硅的氨气传感器。该传感器具有无需加热器,能在室温下工作,耗能低,工艺简单,灵敏度高,响应、恢复时间短等特点,在气体探测领域,具有重要的应用前景。",中国专利,,CNKI
Patent,1,王广凤;朱艳红;陈玲,一种基于石墨烯量子点(GQDs)的传感器的用途以及检测方法,241000 安徽省芜湖市弋江区花津南路安徽师范大学,2015-01-28,CN104316503A,发明专利,"本发明涉及一种基于石墨烯量子点(GQDs)的传感器的用途以及检测方法,利用Cu2+与荧光性GQDs之间的能量转移作用,使得GQDs荧光得以猝灭。焦磷酸酯(PPi)作为一种ALP的自然催化底物,可以与Cu2+之间形成螯合物。以GQDs作为信号探针,可用于生物传感器的构建,实现对ALP高选择性,高灵敏性的检测。",中国专利,,CNKI
Patent,1,刘爽;卢宁;黄鑫;苏曼;刘国玲,利用石墨烯纳米银复合物增强拉曼散射检测水中2-MIB的方法,200444 上海市宝山区上大路99号,2015-01-28,CN104316509A,发明专利,"本发明涉及利用石墨烯纳米银复合物表面增强拉曼散射来检测水中2-MIB(2-甲基异莰醇)的方法,属环境检测技术领域。发明是以一步法制得的石墨烯复合纳米银稳定复合物,作表面增强拉曼散射(SERS)基底,检测水中μg/L浓度级的2-MIB；采用1mm光程并用封口膜封口的石英比色皿作为封闭式测定载物,有效避免2-MIB的挥发；提供一种表面增强拉曼散射的校正算法,采用石墨烯拉曼光谱的G/D峰的峰面积作为校正内标,提高了检测的稳定性。本发明方法具有的特点为使用新型碳材料石墨烯纳米银复合材料做表面增强拉曼散射的基底,对2-MIB的痕量检测快速可靠。和常用的色谱检测方法相比,本方法对水中2-MIB的检测无需进...",中国专利,,CNKI
Patent,1,崔华;刘晓英,一种双功能化氧化石墨烯复合材料、其制备方法和用途,230026 安徽省合肥市金寨路96号,2015-01-28,CN104316514A,发明专利,"本发明涉及一种双功能化氧化石墨烯复合材料,其制备方法和用途。具体涉及一种双功能化氧化石墨烯复合材料,其包含：氧化石墨烯；源自通式(I)的鲁米诺类化学发光试剂的发光片段；和源自含亚铁原卟啉活性中心的生物物质的发光增强片段；其中,所述源自通式(I)的鲁米诺类化学发光试剂的发光片段和源自含亚铁原卟啉活性中心的生物物质的发光增强片段结合在所述氧化石墨烯的表面。本发明的双功能化氧化石墨烯复合材料具有卓越的发光特性。",中国专利,,CNKI
Patent,1,周振义;张旭磊;刘志成;蔡晓岚;史明亮,一种在线观测石墨烯晶界的设备,213000 江苏省常州市武进区经济开发区祥云路6号,2015-01-21,CN204116210U,实用新型,"本实用新型公开了一种在线观测石墨烯晶界的设备,包括石墨烯处理主体机构和观察机构；所述石墨烯处理主体机构包括处理腔、传送带、多个洁净盒和紫外线灯；所述传送带位于处理腔的底部；所述洁净盒设置在传送带上,由传送带传送；所述紫外线灯设置在处理腔的顶部的内壁上；所述观察机构包括显微镜。本实用新型能够在线观测大面积石墨烯薄膜的石墨烯晶界,流水线设计可以节约时间成本,更加快速地观测石墨烯晶界,整个装置架构简单、成本低、操作方便,利于工业化流水线的生产操作。",中国专利,,CNKI
Patent,1,谭彬;龙笃湘;朱木兰;严丽,一种化学镍-石墨烯防锈涂层的制备方法,410000 湖南省长沙市芙蓉区八一路418号,2015-01-28,CN104313552A,发明专利,"一种化学镍-石墨烯防锈涂层的制备方法,包括以下步骤：(1)将石墨烯粉与分散剂加入去离子水中,用超声波分散后,除油去污,然后分离、用去离子水反复洗涤,待用；(2)向反应器中加入酸性化学镍溶液A和酸性化学镍溶液B,再加入去离子水,得到混合溶液,加热至90~100℃,并调节PH值；(3)向步骤(2)所述的混合溶液中加入分离后的石墨烯粉,搅拌均匀；(4)将至少一块被镀制件浸入带石墨烯粉的混合溶液中,反应30min后,取出晾干,即在被镀制件上形成防锈涂层。本发明所获得的防锈镀层光滑平整,防锈能力强；可作为高硬度、耐磨、高导热材料等功能性填料,广泛应用于电子工业、电磁吸波、冶金、金属复合材料等领域。",中国专利,,CNKI
Patent,1,钱景;赵兵,一种石墨烯负载纳米银复合材料的制备方法,215000 江苏省苏州市相城区元和街道御窑路与安元路交汇处康桥溪岸花园5幢2101,2015-01-28,CN104308177A,发明专利,"本发明涉及一种石墨烯负载纳米银复合材料的制备方法,按照10:1:1-1:1:1的体积比,将市面上可以出售的芦荟胶配置成0.1-100g/L的水溶液与0.01-100g/L的银氨溶液、0.01-0.5g/L的氧化石墨烯溶液混合,在20℃-60℃的温度条件下超声1-10h,然后移至聚四氟乙烯内衬的水热反应釜中160-200℃保温1-24h,自然冷却后,用乙醇和去离子水反复清洗,离心,干燥处理后得到石墨烯负载纳米银复合材料。本发明利用氧化石墨烯、银氨为原料,直接采用市面上可以出售的芦荟胶作为还原剂,在不添加任何稳定剂/分散剂的条件下,一步法制得纳米银负载石墨烯复合材料,具备工艺简单、原料来源广泛、反...",中国专利,,CNKI
Patent,1,钱景;赵兵,一种石墨烯-纳米银复合材料的制备方法,215000 江苏省苏州市相城区元和街道御窑路与安元路交汇处康桥溪岸花园5幢2101,2015-01-28,CN104308178A,发明专利,"本发明涉及一种石墨烯-纳米银复合材料的制备方法,按照10:1:1-1:1:1的体积比,将市面上可以出售的饮料、0.01-100g/L的银氨溶液与0.01-0.5g/L的氧化石墨烯溶液混合,在20℃-60℃的温度条件下超声1-10h,然后移至聚四氟乙烯内衬的水热反应釜中160-200℃保温1-24h,自然冷却后,用乙醇和去离子水反复清洗,离心,干燥处理后得到石墨烯-纳米银复合材料。本发明利用氧化石墨、银氨为原料,直接采用市面上可以出售的果汁类饮料、茶类饮料作为还原剂,在不添加任何稳定剂/分散剂的条件下,一步法制得纳米银-石墨烯复合材料,具备工艺简单、原料来源广泛、反应温和、绿色环保等优点。",中国专利,,CNKI
Patent,1,王潮霞;曹机良;任杰生;殷允杰;陆里,一种石墨烯/聚苯胺共价结合柔性导电织物的制备方法,214122 江苏省无锡市蠡湖大道1800号,2015-01-28,CN104313872A,发明专利,"本发明公开了一种石墨烯/聚苯胺共价结合柔性导电织物的制备方法,属于纺织化学技术领域。本发明先将氧化石墨烯或其衍生物与对苯二胺的反应产物施加到织物上后进行还原,再使上述织物吸附苯胺单体,然后使苯胺单体在织物上原位聚合成聚苯胺并与石墨烯形成共价键结合。该方法在织物表面获得石墨烯与聚苯胺共价结合的导电层,提高了导电层的稳定性,获得效果优良的导电织物。该方法适用于常用织物如棉、羊毛、蚕丝等天然纤维,涤纶、锦纶、腈纶等合成纤维,以及上述织物的混纺或交织物的导电整理,所制备功能织物可应用于医疗保健、智能传感器、移动发电、军事等领域。",中国专利,,CNKI
