RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,陈飞;张慧;郭志刚;何英;班涛伟,一种铅-石墨烯复合材料及其制备方法和应用,313100 浙江省湖州市长兴县煤山工业园,2015-11-11,CN105047880A,发明专利,"本发明公开了一种铅-石墨烯复合材料及其制备方法和应用,制备方法包括：(1)利用表面活性剂对石墨烯粉末进行改性；(2)配置含铅离子的弥散电镀液；(3)向弥散电镀液中加入经过改性的石墨烯粉末,以纯铅板为阳极,以惰性导电基体为阴极,电化学沉积获得沉积物；(4)将沉积物从惰性导电基体表面刮下,水洗至中性,真空干燥后获得铅-石墨烯复合材料。利用复合电镀技术使得石墨烯均匀分布在铅基体中,制得的铅-石墨烯复合材料的密度比石墨烯大,可以作为铅蓄电池正极铅膏添加剂,直接与正极活性物质混合,保证石墨烯均匀的弥散分布在铅膏中,提高蓄电池性能。",中国专利,,CNKI
Patent,1,陈坚;高莹;史相如;王文秀;沈园方,一种三维多孔石墨烯复合材料锂离子电池负极材料及其制备方法,211189 江苏省南京市江宁区东南大学路2号,2015-11-11,CN105047890A,发明专利,"本发明公开了一种三维多孔石墨烯复合材料锂离子电池负极材料及其制备方法,其制备方法包括以下步骤：将氧化石墨烯、半导体纳米粒子及聚乙烯醇溶于水中,混合均匀；将上一步得到的混合物在模具中进行冷冻干燥,得到固体氧化石墨烯/半导体纳米粒子/聚乙烯醇三维多孔纳米材料；将上一步得到的产物进行热处理还原,恢复其导电性,得到高弹性固体氧化石墨烯/半导体纳米粒子/聚乙烯醇三维多孔石墨烯复合材料；将步骤三得到的材料切成片状,作为锂离子电池的负极材料组装电池,得到石墨烯复合材料三维多孔锂离子电池负极材料。本发明产物能恢复石墨烯材料的导电性,具有三维空间连续导电网络和循环稳定性,同时可调节材料的机械性能。",中国专利,,CNKI
Patent,1,左朋建;张玮;尹鸽平;高云智,一种石墨烯纳米卷/硫复合材料的制备方法及其应用,150000 黑龙江省哈尔滨市南岗区西大直街92号,2015-11-11,CN105047893A,发明专利,"本发明公开了一种石墨烯纳米卷/硫复合材料的制备方法及其应用,所述石墨烯纳米卷/硫复合材料的制备如下：以表面修饰有纳米粒子的石墨烯纳米卷作为基体,通过熔融注硫方式得到石墨烯纳米卷/硫复合材料。其中卷绕结构的石墨烯有效地抑制了石墨烯片层之间的团聚,其内部的孔结构有利于硫的存储,石墨烯优良的导电性进一步提高了电极的电导率,使活性物质得到充分的利用。此外石墨烯表面修饰的纳米金属氧化物粒子与放电中间产物多硫化锂之间存在强烈的相互作用,能够有效的抑制多硫化物的溶解,从而使材料表现出高的比容量和良好的循环稳定性。该方法操作简单、成本低,易于规模化生产。",中国专利,,CNKI
Patent,1,郭守武;沈文卓;王昌骏;冯硕;闫姣,应用铜/石墨烯改善磷酸铁锂电化学性能的方法,200240 上海市闵行区东川路800号,2015-11-11,CN105047916A,发明专利,"一种锂电池制造技术领域的应用铜/石墨烯改善磷酸铁锂电化学性能的方法,利用铜铁离子化学置换反应和化学还原氧化石墨烯的包括:铜盐中铜离子化学置换磷酸铁锂表面部分铁离子形成铜膜,同时氧化石墨烯被还原成石墨烯,在一个处理液中经一次操作于磷酸铁锂粉末表面形成具有导电性和抗腐蚀性的铜/石墨烯复合层。本发明操作过程和工艺简单,复合层生成过程中无需添加有机溶剂、表面活性剂、还原剂和氧化剂,生产成本低。同时,本发明原子级的化学还原置换反应附着与简单的机械混合相比,有着更高的结合度和均一性,从而可明显提高磷酸铁锂的倍率放电性能和循环稳定性。",中国专利,,CNKI
Patent,1,陈涛;李世霞;郑忠敏,一种智慧能源用石墨烯改性复合芯棒,214257 江苏省无锡市宜兴市高塍镇远东大道8号,2015-11-11,CN204760061U,实用新型,"本实用新型公开了一种智慧能源用石墨烯改性复合芯棒,由内至外依次为由碳纤维和石墨烯复合的内芯、由玻璃纤维和石墨烯复合的纤维外层和石墨烯薄膜；所述内芯外径为3.0-9.0mm,为一层或者多层,每层为单芯或者多芯绞合；所述纤维外层的厚度为0.5-1.5mm；所述石墨烯薄膜紧密复合在纤维外层外部,厚度为0.05-0.1mm。本实用新型结构稳定,简单可靠。",中国专利,,CNKI
Patent,1,陈东;周峰;陆正荣;路文贤;黄敏健;王秀琳;袁巍;兰阳灿,一种智慧能源用石墨烯改性紧压圆形大截面电缆导体,214257 江苏省无锡市宜兴市高塍镇远东大道8号,2015-11-11,CN204760064U,实用新型,"本实用新型公开了一种智慧能源用石墨烯改性紧压圆形大截面电缆导体,包括多层绞合的石墨烯铜/铝混合丝导体和最外层的铜/铝丝导体；所述多层石墨烯铜/铝混合丝导体最内部一层为一根,由内之外每层递增六根,且相邻层绞向相反；所述铜/铝丝导体的绞向为左向,根数比最外层石墨烯铜/铝混合丝导体多六根。本实用新型采用内层为石墨烯铜/铝混合丝导体,外层为常规的铜/铝丝导体,可有效控制趋肤效应,降低内层导体的交流电阻,使电流密度在整个导体内外层分布相对均匀,从而可不采取分割导体的加工方式,提高生产效率。",中国专利,,CNKI
Patent,1,王诚;郭桂华;梁峰;戴智舫;王建龙,一种基于石墨烯热电管理层的新型燃料电池,437100 湖北省咸宁市永安东路38号,2015-11-11,CN105047944A,发明专利,"本发明公开了一种基于石墨烯热电管理层的新型燃料电池,包括流场板|扩散层|阳极催化层|质子交换膜|阴极催化层|扩散层|流场板,所述阳极催化层和所述阴极催化层均属于催化层,其特征在于：在阳极催化层与扩散层之间、阴极催化层与扩散层之间,均设置有热电管理层,所述热电管理层由石墨烯、醇溶剂和分散剂混合制备而成。所述质子交换膜正反两个表面上具有微米级的凹凸结构。本发明基于石墨烯的热电管理层具有超高电子导电率和超高热导率,不仅能快速地导出和导入燃料电池催化层电化学反应过程中产生的电子和所需电子,降低电化学极化和欧姆极化,提高输出性能。而且能快速将催化剂产生的大量废热排出,维持稳定的电化学反应。同时,还能均衡...",中国专利,,CNKI
Patent,1,彭林法;毕飞飞;易培云;来新民,用于燃料电池金属极板的石墨烯复合涂层及其制备方法,200240 上海市闵行区东川路800号,2015-11-11,CN105047958A,发明专利,"本发明涉及一种用于燃料电池金属极板的石墨烯复合涂层及其制备方法,该石墨烯复合涂层涂镀在金属极板上,所述的石墨烯复合涂层通过金属极板预处理、纯金属层沉积、石墨烯层生长和原子层沉积四步依次金属极板上设置纯金属层、石墨烯层和原子层沉积膜。与现有技术相比,本发明制备的石墨烯复合涂层具有优异的机械性能,导电性能以及耐腐蚀性能,显著降低金属极板与气体扩散层接触电阻,增强金属极板在燃料电池强酸环境下耐久性。",中国专利,,CNKI
Patent,1,王诚;郭桂华;梁峰;戴智舫;王建龙,一种基于石墨烯热电管理层的新型燃料电池制备方法,437100 湖北省咸宁市永安东路38号,2015-11-11,CN105047963A,发明专利,"本发明公开了一种基于石墨烯热电管理层的新型燃料电池制备方法,包括步骤：在质子交换膜上形成微米级凹凸结构；在具有凹凸结构的质子交换膜表面制备催化层；在催化层表面制备热电管理层；在热电管理层表面制备扩散层；在流场夹具中制成电池单体。本发明基于石墨烯的热电管理层具有超高电子导电率和超高热导率,不仅能快速地导出和导入燃料电池催化层电化学反应过程中产生的电子和所需电子,降低电化学极化和欧姆极化,提高输出性能。而且能快速将催化剂产生的大量废热排出,维持稳定的电化学反应。同时,还能均衡催化层中的温度与电场,延长寿命。并且制备过程简单可控,适于工业化生产。",中国专利,,CNKI
Patent,1,金虎;尉长虹;彭鹏;周振义;武文鑫,一种石墨烯远红外发生器及采用它的理疗装置,213000 江苏省常州市武进区经济开发区祥云路6号,2015-11-18,CN204767068U,实用新型,"本实用新型公开了一种石墨烯远红外发生器及采用它的理疗装置,石墨烯远红外发生器包括石墨烯层、金属电极、导线和直流电源；所述直流电源通过导线和金属电极与石墨烯层连接；所述直流电源的电压为1V～300V,电流范围为0.05mA～15A。本实用新型采用直流电通过金属电极连接到石墨烯,电子通过石墨烯时,碳原子受激发,通过控制电流大小控制本实用新型的远红外发生器发出与人体自身发出的波段吻合的5um～15um的波长的远红外光,结构简单,成本可控。",中国专利,,CNKI
Patent,1,吴边;赵雨桐;张振龙;赵勋旺;张玉,基于石墨烯与氧化铟锡薄膜的透明电磁屏蔽盒,710071 陕西省西安市太白南路2号,2015-11-18,CN105072836A,发明专利,"本发明公开了一种基于石墨烯与氧化铟锡薄膜的透明电磁屏蔽盒,主要解决现有的金属电磁屏蔽盒在特定频率产生腔内谐振,影响干扰屏蔽盒内射频电路工作且不透明,不利于监控内部电路的问题。其包括透明盒体(1)和金属盒底(2),金属盒底(2)上放置需要电磁屏蔽的射频电路,盒体(1)固定在金属盒底(2)上。盒体的其外表面贴有氧化铟锡薄膜(3),用于屏蔽外部电磁信号；其内表面贴有石墨烯薄膜(4),用于吸收盒体内由射频电路与盒体相互作用产生的自谐振能量。本发明可对屏蔽盒内外部电磁信号进行有效隔离和对内部谐振能量进行有效抑制,实现对盒内电路的实时监控,可用于集成电路封装、电磁抗干扰及微弱信号测试系统。",中国专利,,CNKI
Patent,1,宋志棠;朱敏,一种含石墨烯层的相变存储器及其制备方法,200050 上海市长宁区长宁路865号,2015-11-11,CN105047815A,发明专利,"本发明提供一种含石墨烯层的相变存储器及其制备方法,在所述相变存储器中的相变层与上电极界面、相变层中间以及相变层与下电极界面加入石墨烯,以改善相存储器单元的器件性能。在相变层与上电极界面加入石墨烯,能够减小重复操作中相变材料与上电极形成空洞的可能性,降低器件的失效概率；在相变层中间插入石墨烯,能够有效的将相变区域与非晶变区域隔开,限制有效区域大小,从而提高器件性能的稳定性；在相变层与下电极界面加入石墨烯,能够有效的抑制可逆操作过程中下电极与相变层之间的元素扩散,从而提高相变薄膜组分稳定性,延长器件寿命。",中国专利,,CNKI
