RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,贺芳;孙兆懿;孟征;钱晶;郭新利;黄兴宇,一种石墨烯改性的阻燃聚丙烯材料及其制备方法,100071 北京市丰台区西四环南路89号A401室,2013-11-13,CN103387712A,发明专利,"本发明涉及一种聚丙烯材料,具体讲,涉及一种用石墨烯改性的阻燃聚丙烯材料。所述的无卤阻燃聚丙烯中含有聚丙烯69～77wt%、阻燃剂23～25wt%、阻燃协效剂0.01～2wt%；其中,阻燃剂选自三聚氰胺聚磷酸盐、聚磷酸铵、季戊四醇中至少一种；阻燃协效剂选自改性石墨烯。本法发明的阻燃聚丙烯材料有效的提高了阻燃PP的阻燃性能,并且提升了阻燃材料的力学性能。",中国专利,,CNKI
Patent,1,史子璇,纳米磁性壳聚糖/石墨烯生物吸附材料的制备方法,264000 山东省龙口市金沙南区#9楼101室,2013-11-20,CN103394332A,发明专利,"本发明公开了一种基于石墨烯的新型纳米磁性生物吸附剂的制备方法,特别涉及采用表面嫁接技术和交联法,将磁性环糊精壳聚糖修饰到石墨烯表面上。这种新方法的特征在于以功能化石墨烯为载体,先通过乳化交联法获得磁性环糊精壳聚糖,再将磁性环糊精壳聚糖键合到功能化的石墨烯表面上,得到新型纳米磁性生物吸附剂。此制备方法改善了吸附剂的机械性能,大大增加了吸附剂的比表面积,增加了离子或分子与磁性环糊精壳聚糖的结合和包络位点。本发明制备的纳米磁性吸附材料具有表面结构可控、稳定性好、机械性能强、吸附量大、吸附平衡快、易分离、重复使用率高等优点,可以用于废水中重金属和有机污染物的分离富集,具有很好的应用潜力。",中国专利,,CNKI
Patent,1,苏文悦;潘宝;王绪绪;付贤智;陈旬;戴文新;王煜,一种磷酸铋复合氧化石墨烯光催化剂及其制备方法和应用,350002 福建省福州市鼓楼区工业路523号,2013-11-13,CN103386317A,发明专利,"本发明公开了一种磷酸铋复合氧化石墨烯光催化剂BiPO4/RGO及其制备方法和应用,该光催化剂是磷酸铋(BiPO4)和氧化石墨烯(GO)的复合材料,化学式为BiPO4/RGO。本发明首次将BiPO4/RGO复合材料应用于光催化分解水制氢和光催化环境污染治理领域。本发明的制备方法简单易行、不需要复杂昂贵的设备、合成条件温和,有利于大规模推广。",中国专利,,CNKI
Patent,1,宁国庆,生产石墨烯或碳纳米管的反应装置及方法,102249 北京市昌平区府学路18号,2013-11-20,CN103395774A,发明专利,"本发明提供了生产石墨烯或碳纳米管的反应装置及方法,该反应装置包括：扩大段,其上端连接有催化剂进料装置；反应段,其连接在所述扩大段的下端,所述反应段内可轴向移动地穿设有气体分布板,所述气体分布板上开设有多个通气孔,所述反应段的外部围设有电炉,所述反应段的下端连接有第一进气管；多个料仓,其通过入口管与所述反应段相连,所述入口管上设有阀门,所述料仓上开设有保护气入口。本发明的生产石墨烯或碳纳米管的反应装置及方法,能够实现催化剂的不断加入和固相产品的不断采出,能够不间断进行生产,大大提高了生产流程效率。",中国专利,,CNKI
Patent,1,孙东平;范孟孟;朱春林;杨加志;黄洋;陈春涛;聂英,微生物燃料电池阳极菌生物还原氧化石墨烯及其制备,210094 江苏省南京市孝陵卫200号,2013-11-20,CN103395775A,发明专利,"本发明公开了一种微生物燃料电池阳极菌还原氧化石墨烯及其制备方法。将改进Hummers法制备的氧化石墨分散在水中,超声形成分散较好的氧化石墨烯悬浮液。然后将微生物燃料电池阳极菌液加入到氧化石墨烯悬浮液中,并在厌氧条件下静置培养数天,分散好的氧化石墨烯在细菌的作用下去除含氧官能团形成石墨烯；培养完毕,用盐酸、乙醇、去离子水去除还原过程中产生的菌体、代谢产物及其它离子,最后用去离子水清洗至pH为中性为止,干燥得到纯净的石墨烯。本发明以具有产电、分解有机物的微生物燃料电池阳极混合微生物对氧化石墨烯进行生物还原,相对于单一菌种还原氧化石墨烯的方法,具有操作步骤简便,还原速率快,制备的石墨烯缺陷少、层数少...",中国专利,,CNKI
Patent,1,肖生强;芦露华;彭丽芬;詹春,面内网孔结构石墨烯及其制备方法,430070 湖北省武汉市洪山区珞狮路122号,2013-11-20,CN103395778A,发明专利,"本发明涉及面内网孔结构石墨烯及其制备方法,其为以下制备方法得到的产物,包括有以下步骤：1)将氧化石墨,氧化剂,超声波辐射条件下,水浴处理,过滤收集,用去离子水分散所得固体,反复过滤收集,然后真空干燥,得到面内网孔结构石墨烯氧化物；2)向面内网孔结构石墨烯氧化物中加入还原剂进行水浴处理,还原得到面内网孔结构石墨烯,本发明所制备的新型面内网孔结构石墨烯,具有大量的面内网孔和丰富的表面含氧活性官能团。这些网孔的存在为分子和离子在体相内的渗透迁移提供了大量的物理化学吸附和传质的界面和通道,对溶液可加工纳米材料制备,均相复合材料制备和高活性电化学电极制备具有重要的应用价值。",中国专利,,CNKI
Patent,1,周旭峰;刘兆平;郑超;王国华,一种多孔石墨烯及其制备方法,315201 浙江省宁波市镇海区庄市大道519号,2013-11-20,CN103395779A,发明专利,"本发明提供了一种多孔石墨烯及其制备方法,包括以下步骤：在氧化剂的作用下,石墨类物质和硫在溶剂中加热发生反应,得到多孔石墨烯,所述石墨类物质为氧化石墨烯、石墨烯和纳米石墨微片中的一种或几种。本发明提供的多孔石墨烯具有中孔结构,且具有较高的比表面积。将本发明提供的多孔石墨烯用于超级电容器电极材料时,使超级电容器具有较好的大倍率充放电性能。",中国专利,,CNKI
Patent,1,苏燕;刘同浩;渠凤丽;侯士峰,降低氧化石墨烯中锰含量的方法,272000 山东省济宁市国家高新技术产业开发区崇文大道产学研基地A5楼,2013-11-20,CN103395780A,发明专利,"降低氧化石墨烯中锰含量的方法,其特征在于：所述的氧化石墨的制备方法是将石墨溶于浓硫酸和浓磷酸的混合溶液中,将高锰酸钾加入上述溶液中；在40～60℃反应9～15小时,然后加入的混酸体积1～4倍的冰水,将上述溶液搅拌均匀冷却到室温,加入石墨质量3～5倍的过氧化氢溶液还原,将上述溶液用蒸馏水洗涤至pH=4～6,过滤,制得氧化石墨湿料,本发明的有益效果是降低氧化石墨烯中锰含量的方法不仅有操作简单,耗水量小,粒径分布均匀,对设备要求不高等优点,还可以得到粒径分布均匀,锰含量小于20μg/g的氧化石墨烯。",中国专利,,CNKI
Patent,1,孙培育;吴祯琪;刘刚桥;玉木荣一郎;久保田泰生;吴刚,石墨烯粉末及其制备方法以及含有石墨烯粉末的电化学器件在锂二次电池的应用,226009 中国江苏省南通市经济技术开发区新开南路58号,2013-11-20,CN103402913A,发明专利,"本发明的石墨烯粉末具有高分散性,还具有高导电性,可以用作高性能导电剂。该石墨烯粉末尤其可用作锂离子电池电极的导电剂。用本发明的方法制备石墨烯粉末,成本低、效率高、毒性低。在本发明的石墨烯中,氮原子含量低、氧原子含量适中、结构缺陷适当,因此,该石墨烯同时具有良好的分散性和导电性。另外,在本发明的石墨烯粉末的制备方法中,使用连二亚硫酸盐作为还原剂。",中国专利,,CNKI
Patent,1,周明杰;袁新生;王要兵,一种石墨烯的制备方法,518000 广东省深圳市南山区南海大道海王大厦A座22层,2013-11-13,CN103387222A,发明专利,"本发明提供了一种石墨烯的制备方法,包括以下步骤：取插层石墨,置于密封反应器内,该插层石墨层间的插入物质为爆炸性物质,插层石墨按与反应器容积为1~5g/L的比例加入；将密封的反应器加热至280~500℃,使爆炸性物质发生爆炸反应,达到加热温度后,保持1~5分钟,停止加热,冷却,排气,收集固体产物,该固体产物即为石墨烯。本发明设备简单,操作简易可行,易于实现规模化工业生产,制得的石墨烯产量高,机械性能好,导电性强,不含硫、氯等腐蚀性元素,与常见的氧化还原法制备的石墨烯相比具有缺陷少,晶体结构完整等优点。",中国专利,,CNKI
