RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,叶光明,安装碳晶或石墨烯加热吊顶带底板的壳体,318020 浙江省台州市黄岩区桔乡大道388号,2016-05-04,CN205208699U,实用新型,"安装碳晶或石墨烯加热吊顶带底板的壳体,壳体制成方形或长方形,所述的壳体包括底板,底板的四周有折边,在折边上制有压片,在壳体中设置由碳晶或石墨烯制成的加热内芯,加热内芯的下面与底板内壁相接触,压片对加热内芯的上面压紧固定。采用碳晶或石墨烯制成的发热体,节能、环保无污染,作为吊顶室内受热均匀、温和,对空气干湿影响小,保持人体皮肤润滑,使鼻腔呼吸道免受伤害,感觉舒适。在壳体中设置由碳晶或石墨烯制成的加热内芯,加热内芯的下面与底板内壁相接触,底板托住加热内芯,压片对加热内芯的上面压紧固定,安装、拆卸方便。",中国专利,,CNKI
Patent,1,王振军;刘亮;张学斌;阎鑫;白敏,氧化石墨烯提高碳纤维在水泥砂浆中的分散均匀性的应用,710064 陕西省西安市雁塔区二环南路中段126号,2016-05-04,CN105541147A,发明专利,"本发明公开了氧化石墨烯提高碳纤维在水泥砂浆中的分散均匀性的应用。所述应用包括：将碳纤维在硝酸中处理,将硝酸处理后的碳纤维在第一减水剂水溶液中浸泡合理时间后干燥处理得到预处理后的碳纤维；将氧化石墨烯和预处理后的碳纤维溶解于第二减水剂水溶液中,混匀后得到分散溶液,所述第二减水剂水溶液为步骤一中用于浸泡碳纤维后的第一减水剂水溶液；将分散溶液加入水泥砂浆中混匀。本发明借助氧化石墨烯对碳纤维具有较好分散性,同时综合利用减水剂在分散碳纤维中的作用,提高碳纤维在水泥砂浆中分散均匀性也提高了CFRC的各项性能。",中国专利,,CNKI
Patent,1,丁立;张仲才,一种氧化石墨烯混凝土,610000 四川省成都市天府新区兴隆镇场镇社区正街57号1幢2单元10号,2016-05-04,CN105541210A,发明专利,"本发明涉及一种氧化石墨烯混凝土,包括以下组分：水泥115～415份、粉煤灰30～50份、矿粉50～90份、石子940～1070份、砂720～1040份、水155～190份、石墨烯增强剂4.15～11.70份,其中,石墨烯增强剂包括10～14%减水组分、12～18%保坍组分、3.2～3.6%葡萄糖酸钠、8～12%氧化石墨烯、0.4～0.6%稳定剂聚乙烯吡咯烷酮、51～66%去离子水。本发明解决了现有技术中氧化石墨烯混凝土中分散性差,造成水泥基体缺陷引起强度损失的技术缺陷,可有效地调控水泥水化产物的微观结构,提高混凝土的强度、抗渗性和耐久性,使同配比混凝土强度提高30%～46%。",中国专利,,CNKI
Patent,1,夏燎原,一种带石墨烯夹层的气缸垫片,410000 湖南省长沙市韶山南路498号,2016-04-27,CN205190057U,实用新型,"一种带石墨烯夹层的气缸垫片,包括气缸垫垫体以及垫体上设置的各功能孔,所述垫体为多层复合结构,包括位于上、下面层上的两片铜铝合金片,铜铝合金片中间夹有一块经冲刺镀锌的不锈钢板作为芯板,而在不锈钢板与上、下层铜铝合金片之间分别成型有一层石墨烯层。本实用新型耐高温、耐腐蚀,可有效保证油缸运行过程中的密封性。",中国专利,,CNKI
Patent,1,戚雯;李培;曾宏;武英;况春江;周少雄,铁钴氧化物/石墨烯复合材料及其制备方法和应用,100081 北京市海淀区学院南路76号,2016-05-04,CN105552331A,发明专利,"本发明提供一种铁钴氧化物/石墨烯复合材料及其制备方法,该方法可以使石墨烯负载上形貌、粒径可控的铁钴氧化物纳米颗粒。通过将摩尔比为1:0.45-0.55:3-8:0.1-25:3-20的三价铁盐、二价钴盐、抗坏血酸、乙酸钠以及水合肼和去离子水进行充分混合,将混合溶液加入氧化石墨烯溶液中,从而得到反应前驱体溶液,再将反应前驱体溶液置于反应釜中水热反应,通过对所得产物洗涤干燥,最终制备得到形貌规整、粒径分布均匀且尺寸可控的铁钴氧化物纳米颗粒负载与石墨烯上的复合材料。本发明的优点在于环境友好,制备过程简单,所述纳米复合材料呈现优异的电化学性能,能够适用于锂离子电池电极材料。",中国专利,,CNKI
Patent,1,陶华超;朱守超;杨学林;熊凌云,一种石墨烯/硅/导电聚合物复合负极材料的制备方法,443002 湖北省宜昌市大学路8号,2016-05-04,CN105552333A,发明专利,"本发明公开了一种石墨烯/硅/导电聚合物复合负极材料的制备方法,属于电化学和新能源材料领域。本发明首先制备出氧化石墨烯材料,将氧化石墨烯与硅粉、聚合物单体混合,在一定的条件下使聚合物单体聚合,然后直接干燥得到氧化石墨烯/硅/导电聚合物薄膜复合材料,然后采用水合肼蒸汽还原法制备出石墨烯/硅/导电聚合物泡沫复合材料。本发明提供的泡沫材料具有良好的柔性,适合用于制作柔性电极。本发明制备的材料作为锂离子电池负极材料,无需添加任何助剂,也不需要使用金属基底,显示出良好的循环稳定性和较高的比容量。",中国专利,,CNKI
Patent,1,汪训国,氧化锌修饰的石墨烯锂离子电池负极材料的制备方法,311188 浙江省杭州市余杭区钱江经济开发区顺风路503号,2016-05-04,CN105552338A,发明专利,"本发明公开了一种氧化锌修饰的石墨烯锂离子电池负极材料的制备方法：1)将石墨烯粉末和氧化锌粉末以重量比例1:10-100:1的比例混合均匀；2)将步骤1)得到的混合物放入反应炉中加热至500℃至1800℃,并保持通入保护气体,按照设定的反应时间保温；3)反应时间达到设定时间后随炉冷却至室温,得到氧化锌修饰的石墨烯锂离子电池负极材料。本发明方法工艺简单,得到的氧化锌修饰的石墨烯负极材料充分结合了氧化锌材料较高的理论容量以及石墨烯高导电性、高比表面积的优势；同时,在石墨烯与氧化锌粉末反应过程中在所得到的氧化锌修饰的石墨烯片层中形成微孔,利于锂离子在所得到的负极材料中间的快速传输,提高了充放电速度。",中国专利,,CNKI
Patent,1,吕秋丰;王文栋;林晓强,氮掺杂石墨烯-碳纳米角复合材料的制备及应用,350108 福建省福州市闽侯县上街镇大学城学园路2号福州大学新区,2016-05-04,CN105552371A,发明专利,"本发明提供一种氮掺杂石墨烯-碳纳米角复合材料的制备方法及应用,属于功能碳材料领域。本发明的氮掺杂石墨烯-碳纳米角复合材料的制备方法为氧化石墨烯在生物质原料的存在下超声分散为均匀溶液,而后加入氮源物质和碳纳米角,再次超声均匀分散后得到氧化石墨烯-生物质-氮源物质-碳纳米角混合物溶液,将该混合物干燥至恒重,得含氮前驱体混合物；而后将其常压高温热解,得所述氮掺杂石墨烯-碳纳米角复合材料,制备的氮掺杂石墨烯-碳纳米角复合材料可用于锂离子电池和超级电容器电极材料。本发明制备方法简单,所获得的复合材料结构疏松、氮掺杂石墨烯纳米片分散性好。该方法为氮掺杂石墨烯基复合材料的制备提供了新途径。",中国专利,,CNKI
Patent,1,赵立平;洪江彬;林丽萍,一种聚乙烯吡咯烷酮/石墨烯导电浆料及其制备方法和应用,361027 福建省厦门市海沧区东孚镇东孚大道2881号16栋厂房2层南侧,2016-05-04,CN105552376A,发明专利,"本发明公开了一种聚乙烯吡咯烷酮/石墨烯导电浆料及其制备方法和应用,该导电浆料的组成和重量百分比分别为聚乙烯吡咯烷酮/石墨烯复合材料1-10%,碳导电剂0.5-10%,溶剂80-98.5%。其中,聚乙烯吡咯烷酮/石墨烯复合材料按如下方法制得：首先将石墨烯加入到含有分散剂的去离子水中,制备石墨烯分散液,然后将所述分散液、N-乙烯基吡咯烷酮单体、引发剂、pH调节剂加入到反应釜中,进行原位悬浮聚合,制备得到的复合材料具有优异的力学、电学等各方面的性能；同时,本发明制备的聚乙烯吡咯烷酮/石墨烯导电浆料可作为锂电池正负极材料的导电剂,该导电浆料稳定性好,有利于石墨烯性能的发挥,可与活性物质形成良好的导电网...",中国专利,,CNKI
Patent,1,汪训国,石墨烯作为导电剂锂离子电池负极浆料及其制备方法,311188 浙江省杭州市余杭区钱江经济开发区顺风路503号,2016-05-04,CN105552377A,发明专利,"本发明公开了石墨烯作为导电剂锂离子电池负极浆料及其制备方法。所述石墨烯作为导电剂锂离子电池负极浆料包含如下比例的组分：活性物质18%~50%,导电材料1.2%~3.8%,分散剂1%~2.5%,粘合剂0.6%~1.5%,余量为溶剂；导电材料选用石墨烯。本发明为石墨烯导电剂在锂离子电池负极材料实际使用提供合理可靠的配方及其制备方法,使用石墨烯导电剂能够显著降低电池的内阻,提高电池的大电流放电性能、低温性能,以及大电流充放电循环性能。",中国专利,,CNKI
