RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,邓凌峰,利用氧化石墨烯还原制备石墨烯的方法,410000 湖南省长沙市韶山南路498号,2014-10-01,CN104071784A,发明专利,"本发明公开了一种利用氧化石墨烯还原制备石墨烯的方法,包括以下步骤：以碱金属或碱土金属作为还原剂,以碘作为引发剂,在超声波辅助搅拌下,将氧化石墨烯进行还原,再经分离纯化即得到石墨烯。本发明具有反应周期短、操作简单、效率高、无污染、成本低、产品质量好等优点。",中国专利,,CNKI
Patent,1,林璋;李超然;黄洋,一种制备具有三维宏观多孔结构的石墨烯的方法,350002 福建省福州市杨桥西路155号,2014-10-01,CN104071785A,发明专利,"本发明公开了一种制备具有三维宏观多孔结构的石墨烯的方法,其包括如下步骤：a)制备乙二胺四乙酸二钠水溶液；b)制备氧化石墨烯粉末；c)将步骤b)中制备的氧化石墨烯粉末加入到步骤a)中制备的乙二胺四乙酸二钠水溶液中,超声使分散均匀,得到氧化石墨烯-乙二胺四乙酸二钠溶液；d)将步骤c)中得到的氧化石墨烯-乙二胺四乙酸二钠溶液密封后,于90～100℃下进行原位自组装,得到三维石墨烯水凝胶。本发明的优点在于：1.对设备操作要求低、绿色节能便于量产；2.制备成本低,简化了三维石墨烯制备操作；3.三维石墨烯的大小、形状可以通过氧化石墨烯的投料浓度与容器的体积、形状混合调节。",中国专利,,CNKI
Patent,1,王新龙;黄颖;廖逢辉;居亚庆;王通文;周露;杨媛媛;史加新,一种聚乳酸/改性氧化石墨烯抗菌塑料及制备方法,210000 江苏省南京市孝陵卫200号,2014-09-24,CN104059344A,发明专利,"本发明公开了一种聚乳酸/改性氧化石墨烯抗菌塑料及制备方法。该抗菌塑料由聚乳酸基体树脂、复合抗菌剂组成。所述的复合抗菌剂为表面负载氧化锌纳米颗粒的氧化石墨烯片。所述的抗菌塑料是采用溶液共混的方法将聚乳酸的三氯甲烷溶液与上述复合抗菌剂的三氯甲烷分散液按照一定的配比进行共混,利用自动涂膜机将混合液于干净的玻璃板上涂膜,室温下令溶剂自然挥发而制得。该聚乳酸材料抗菌效果明显,抗菌范围广,并且产品可生物降解,安全可靠,无异味,对人体和环境的危害及污染程度低。",中国专利,,CNKI
Patent,1,郑玉婴;樊志敏;林锦贤,一种氧化石墨烯纳米带/聚合物复合薄膜及其制备方法,350108 福建省福州市闽侯县上街镇大学城学园路2号福州大学新区,2014-10-01,CN104072979A,发明专利,"本发明公开了一种氧化石墨烯纳米带/聚合物复合薄膜及其制备方法,是将多壁碳纳米管利用氧化的方法纵向切割成带状结构的氧化石墨烯纳米带,然后采用溶液成形方法将氧化石墨烯纳米带与聚合物复合形成所述薄膜。本发明制备的复合薄膜具有优异的阻隔性能与力学性能,并且薄膜能保持一定的透明性,可以广泛的应用在阻隔要求较高的领域。目前碳纳米管国内外已经可以大规模生产,大大降低了制备氧化石墨烯纳米带的成本,且本发明只需很少量的氧化石墨烯纳米带就可以使复合薄膜的阻隔性大大提高,其力学性能也得到很大的提升。本发明制备工艺简单,操作性强,适合大规模工业化生产。",中国专利,,CNKI
Patent,1,陈时全;梁媛华,一种从石墨烯含酸废水中回收硫酸的装置及其对应工艺,215300 江苏省苏州市昆山市巴城镇诚翔路285号,2014-10-08,CN104085861A,发明专利,"本发明提供了一种从石墨烯含酸废水中回收硫酸的装置,其从石墨烯废水中提纯硫酸,达到资源循环利用的目的,而且酸液占比回收率达92％～95％,同时本装置操作过程中可回收大部分热量,节约电能约30％。其包括废液存储槽,其特征在于：其还包括冷凝部分、蒸馏部分,所述冷凝部分包括两个冷凝单元、冷凝精馏单元、冷凝加热单元,两个冷凝单元分别为第一冷凝单元、第二冷凝单元,所述第一冷凝单元、第二冷凝单位均布置有内腔、外腔,所述冷凝精馏单元的下方出口连通所述第一冷凝单元的内腔进口,所述第一冷凝单元的内腔出口连通至硫酸盛放装置,所述冷凝加热器的出口布置有冷凝蒸馏瓶,所述冷凝蒸馏瓶的出口连接至所述第二冷凝单元的内腔入口。",中国专利,,CNKI
Patent,1,朱润良;陈情泽;赖潘民旺;朱建喜;陶奇;何宏平,一种掺杂类石墨烯结构的纳米碳材料的制备方法,510640 广东省广州市天河区科华街511号,2014-10-08,CN104085874A,发明专利,"本发明公开了一种掺杂类石墨烯结构的纳米碳材料的制备方法,包括步骤：1)将蒙脱石置于含有染料的溶液中进行充分吸附处理；2)将吸附了染料的蒙脱石依次进行干燥、粉碎、碳化、酸化洗涤、干燥即可得到产物。本发明以蒙脱石为模板、染料同时作为碳源和掺杂源,通过简单的方法一步制备得到一种掺杂的类石墨烯纳米碳材料,为合成系列异质原子掺杂类石墨烯提供新的方法,从而有助于推动掺杂类石墨烯碳材料在纳米电子器件、传感器、储能设备等领域的应用。",中国专利,,CNKI
Patent,1,阳晓宇;张晓平;卢毅;苏宝连,一种石墨烯/二氧化钛光催化复合材料及其制备方法,430070 湖北省武汉市洪山区珞狮路122号,2014-10-08,CN104084186A,发明专利,"本发明涉及一种石墨烯/二氧化钛光催化复合材料及其制备方法。该石墨烯/二氧化钛光催化复合材料由三维石墨烯骨架和纳米二氧化钛颗粒组成,所述石墨烯具有大孔结构,所述二氧化钛为介孔二氧化钛,大孔和介孔相互连通,所述纳米二氧化钛颗粒分散于石墨烯纳米片上,所述纳米二氧化钛颗粒填充于所述石墨烯的大孔内,所述二氧化钛为纯锐钛矿型晶体。这种结构使其在光催化反应时,能有效提高电子-空穴分离时间,提高光催化剂的光催化性能。此方法制备的光催化剂较纯的二氧化钛,具有高活性、高吸附性,制备方法简单、适用范围广泛。本发明对于目前环境污染提供了潜在的解决方案。",中国专利,,CNKI
Patent,1,闵永刚;范天举;苑春秋;唐伟,一种制备三维石墨烯的方法,210046 江苏省南京市栖霞区亚东新城区文苑路9号,2014-10-08,CN104085881A,发明专利,"本发明公开了一种制备三维石墨烯的方法,先将氧化石墨分散在氯盐溶液中,超声分散形成氯盐-氧化石墨烯混合液；然后加入的碱性溶液并通入CO2气体或直接加入碳酸盐溶液,得到氧化石墨烯-碳酸盐复合物；再将氧化石墨烯-碳酸盐复合物放置于石墨化炉中,在惰性气体气氛和400-1000℃条件下反应0.5h-8h发生还原反应,得到石墨烯-碳酸盐复合物；最后向石墨烯-碳酸盐复合物中加入酸液去掉其碳酸盐模板,之后烘干洗涤得到多孔的三维石墨烯。本发明方法操作简单、成本低廉,制备的多孔三维石墨烯具有导电率高、比表面积大、亲疏水等优点,可广泛应用于导热复合材料、储能材料、吸附材料等领域。",中国专利,,CNKI
Patent,1,赵建青;严石静;刘述梅;袁彦超,一种寡层含氧氟化石墨烯的制备方法,510640 广东省广州市天河区五山路381号,2014-10-08,CN104085882A,发明专利,"本发明公开了一种寡层含氧氟化石墨烯的制备方法,该方法先将F/C原子个数比为0.7～1.25的氟化石墨加入到甲醇或乙醇中,配成悬浊液,超声分散；加入浓度为(8～30)mol/L的NaOH强碱水溶液,搅拌反应,采用盐酸溶液中和,然后过滤,滤饼采用去离子水洗涤,真空干燥,得到含氧氟化石墨；将含氧氟化石墨分散于有机溶剂中,超声处理,制得寡层含氧氟化石墨烯ﾩ\有机溶剂分散液；静置,有机微孔过滤膜过滤,冷冻干燥,获得寡层含氧氟化石墨烯。本发明制备条件较温和,所得寡层含氧氟化石墨烯横向长度达到0.5～3.0μm；具有较高的氟原子含量,能有效地降低聚酰亚胺的介电常数。",中国专利,,CNKI
Patent,1,李洁;王奇;韦娟;陈长伦;王祥科,一种用氢(H2)和氩(Ar)混合等离子体还原氧化石墨烯(GO)提高电化学性能的方法,230031 安徽省合肥市蜀山区蜀山湖路350号,2014-10-08,CN104085884A,发明专利,"本发明涉及一种用氢(H2)和氩(Ar)混合等离子体还原氧化石墨烯(GO)提高电化学性能的方法,将GO旋涂在ITO导电玻璃上,烘干后置于等离子放电室中,放电室内接有石墨电极,电极连接一个射频交流电源,该电源能够产生电感耦合等离子体源,放电前先通入氩气,赶走空气,然后打开真空泵抽真空至2Pa左右,通入H2和Ar混合气体。H2和Ar总气体流量为3sccm,H2和Ar的流量比为2/1,此时打开交流电源产生氢和氩混合等离子体,交流电功率为70w,将该等离子体流直接作用在GO薄膜上,放电5min后得到还原氧化石墨烯(r...",中国专利,,CNKI
