RT,SR,A1,T1,AD,FD,ID,CL,AB,DB,LA,DS
Patent,1,王树涛;李瑛颖;江雷,一种全血捕获癌细胞的石墨烯芯片及其制备方法,100195 北京市海淀区四季青路8号常青园0207号,2015-06-17,CN104714013A,发明专利,"本发明提供了一种全血捕获癌细胞的石墨烯生物芯片及其制备方法,涉及生物技术和临床领域,具体涉及用石墨烯材料多匹配结构的表面进行循环肿瘤细胞特异性识别与捕获的石墨烯生物芯片及其制备方法。本发明是在石墨烯的表面制备出特殊的结构,使其具有与细胞相匹配的各种化学与物理特性,然后将循环肿瘤细胞表面的特异性识别抗体固定在所述具有特殊结构的石墨烯表面上,之后放置在细胞培养盒中,将待测样品(血液)滴加到所述肿瘤细胞表面的特异性抗体的表面上,然后置于细胞培养箱中,由所述肿瘤细胞表面的特异性抗体与所述石墨烯特殊结构的表面作用,达到多匹配的效果,从而可以高效准确识别并捕获待测样品中的循环肿瘤细胞。本发明的所述方法可以...",中国专利,,CNKI
Patent,1,陈艳军;赵子晗;薛武子;陈浩;夏元玲;何世文;张柯;王慧萍,一种石墨烯/壳聚糖复合微胶囊及其制备方法,430070 湖北省武汉市洪山区珞狮路122号,2015-06-10,CN104688714A,发明专利,"本发明涉及石墨烯/壳聚糖复合微胶囊及其制备方法。该复合微胶囊形状规则、粒径分布均匀,膜壁的力学性能显著加强,由石墨烯原位引入壳聚糖微胶囊的膜壁中构成,呈球形,其大小为300～1000μm,粒径分布系数≤6％。该复合微胶囊的制备方法是：首先通过壳聚糖季铵盐修饰石墨烯,保证石墨烯能稳定壳聚糖溶液中分散,然后基于气-液剪切作用在自制微流控装置中形成石墨烯/壳聚糖的混合微液滴,再滴入到阴离子表面活性剂溶液中,复凝作用使壳聚糖季铵盐修饰的石墨烯与壳聚糖分子共同析出,形成微胶囊膜壁,从而得到石墨烯/壳聚糖复合微胶囊,石墨烯被原位引入微胶囊膜壁；该方法操作简单,条件温和,重现性高。",中国专利,,CNKI
Patent,1,侯涛;汤震;唐慧刚;郭艳红;孔德武,一种基于石墨烯氧化物的阻变随机存储器及其制备方法,454003 河南省焦作市人民大道东段3066号,2015-06-03,CN104681718A,发明专利,"本发明提供一种基于石墨烯氧化物的阻变随机存储器及其制备方法。该阻变随机存储器包括栅极、栅绝缘层、源极、漏极、有源区、位于有源区和源极及漏极之间的石墨烯层以及存储单元。存储单元包括上电极、下电极以及上下电极之间的阻变层,其中阻变层为石墨烯氧化物。其中石墨烯层为石墨烯氧化物层经过还原形成。石墨烯层的使用,提高了器件的电稳定性以及可靠性。同时采用该方法,降低了工艺难度,提高了生产效率。",中国专利,,CNKI
Patent,1,李载昊;卞卿ﾜ￞;宋ﾂ]在;申铉振;李珉贤;柳寅敬;朴晟准,包括分离的结接触的石墨烯器件及其制造方法,韩国京畿道,2015-05-27,CN104659096A,发明专利,"本发明公开了一种包括分离的结接触的石墨烯器件及其制造方法。石墨烯器件是其中石墨烯被用作沟道的场效应晶体管(FET)。源电极和漏电极不直接接触石墨烯沟道,通过掺杂半导体而形成的结接触分离地设置在石墨烯沟道和源电极之间以及石墨烯沟道和漏电极之间。因此,在其中电压不施加到栅电极的截止状态中,由于在石墨烯沟道和结接触之间的势垒,载流子不会移动。结果,石墨烯器件在截止状态可以具有低电流。",中国专利,,CNKI
Patent,1,刘云晖,一种具有石墨烯散热层的CPU散热装置,362801 福建省泉州市泉港区前黄镇普安工业区孵化基地大楼,2015-05-27,CN204360312U,实用新型,"本实用新型公开了一种具有石墨烯散热层的CPU散热装置,其结构包括通过固定连接为一体的风扇、石墨烯复合金属散热片和导热基板组成；整个散热装置布置在CPU芯片的上部,并在装置的散热基板底部涂有导热硅脂与CPU芯片紧密结合；所述的石墨烯复合金属散热片由涂覆有石墨烯散热层的金属框架构成。本实用新型采用新型的设计理念,利用石墨烯材料本身大比表面积和高导热系数等特点,石墨烯复合材料应用于CPU的散热片中,可大大提高CPU芯片散热效率,并且质量轻、噪音低、体积小,装置易于实现。",中国专利,,CNKI
Patent,1,樊元成;张富利;付全红,基于纳米条带结构的石墨烯可调红外高效率吸收装置及方法,710072 陕西省西安市友谊西路127号,2015-05-27,CN104659144A,发明专利,"本发明涉及一种基于纳米条带结构的石墨烯可调红外高效率吸收装置及方法,利用石墨烯纳米条带结构的等离激元谐振,辅以对两相向传播红外波束进行相位调制实现对红外波的高效率(100％)吸收：为了达到上诉目的,本发表采用具有周期性的纳米条带阵列。两幅度相同相向传播的红外波束从两侧入射到周期性纳米条带结构上,两波束引入相对相位调制,即可在透射系数和反射系数相同的频率,即工作频率处,利用光学相干性,实现对红外波散射场的抑制,而使得红外波只能在石墨烯纳米条带的吸收通道中全部得以吸收。",中国专利,,CNKI
Patent,1,刘忠范;尹建波;王欢;彭海琳,一种基于扭转双层石墨烯的光电探测器及其制备方法,100000 北京市海淀区颐和园路5号,2015-05-27,CN104659152A,发明专利,"本发明公开了一种基于扭转双层石墨烯的光电探测器及其制备方法。它的制备方法包括如下步骤：1)在扭转双层石墨烯上涂覆光敏材料,然后在所述扭转双层石墨烯上刻蚀,并进行显影、定影,做出电极图案；2)将经步骤1)处理的所述扭转双层石墨烯的所述电极图案上,进行蒸镀金属得到电极,即得到所述光电探测器。本发明通过制备得到特定角度的扭转角双层石墨烯,其制备的光电探测器件具有很高迁移率,对特定波长光具有高效的光电探测效率,光电响应平均增强,且具有极低的暗电流,以及无需偏压、栅压提供额外能量的优点。",中国专利,,CNKI
Patent,1,刘兴￁ﾈ;魏欣;魏泽忠,轻量型抗剥离石墨烯晶硅电池,610041 四川省成都市高新区天府大道北段1700号1栋2单元13层1304号,2015-06-03,CN204375766U,实用新型,"本实用新型公开了一种轻量型抗剥离石墨烯晶硅电池,它包括位于底面的Al电极,Al电极上表面为Si-Al合金层,Si-Al合金层上表面为P型硅层,P型硅层上表面为N型硅层,N型硅层上表面为减反层,减反层上表面为石墨烯薄膜层,石墨烯薄膜层上还成型有一层复合PVB胶片层,复合PVB胶片层为双层PVB胶片层结构,且在双层PVB胶片层之间喷有一层均匀成型的CO3S4颗粒。本实用新型提供了一种轻量型抗剥离石墨烯晶硅电池,该晶硅电池采用石墨烯透明导电膜为电池正面电极,实现无遮光,增加电池有效受光面积,提高电池转换效率、降低电极成本,使用PVB复合胶片层对石墨烯薄膜层...",中国专利,,CNKI
Patent,1,刘兴￁ﾈ;魏欣;魏泽忠,低成本高效石墨烯硅太阳电池,610041 四川省成都市高新区天府大道北段1700号1栋2单元13层1304号,2015-06-03,CN204375767U,实用新型,"本实用新型公开了一种低成本高效石墨烯硅太阳电池,它由上而下依次包括：柔性前面板(7)、第一防护薄膜(8)、太阳电池组件(9)、第二防护薄膜(10)和太阳能电池背板膜(11)；所述的太阳电池组件(9)由上而下依次包括：作为正面电极的石墨烯透明导电薄膜(1)、氮化硅薄层(2)、N型硅薄层(3)、P型硅基体(4)和背面电极(6)。本实用新型采用石墨烯透明导电膜为电池正面电极,有效受光面积可达到100%,可有效提高光电转换效率。",中国专利,,CNKI
Patent,1,刘兴￁ﾈ;魏欣;魏泽忠,石墨烯纳米晶硅太阳能电池,610041 四川省成都市高新区天府大道北段1700号1栋2单元13层1304号,2015-06-03,CN204375769U,实用新型,"本实用新型公开了一种石墨烯纳米晶硅太阳能电池,它的结构从上到下依次为：金属上电极(1)、SiNx薄膜(2)、宽ﾎ∠兜ￄn型石墨烯(3)、宽ﾎ∠兜ￄp型石墨烯(4)、n型纳米晶硅薄膜(5)、p型纳米晶硅薄膜(6)、窄ﾎ∠兜ￄn型石墨烯(7)、窄ﾎ∠兜ￄp型石墨烯(8)、金属下电极(9),所述的金属上电极(1)和金属下电极(9)为银电极。本实用新型能够吸收各波段太阳光,减少对太阳光的反射,提高太阳能电池的效率。",中国专利,,CNKI
